row_idx,prompt,correct,ground_truth,predicted
201,Did the red domino fall on the yellow mat?,1,yes,yes
202,Did the red domino fall on the yellow mat?,1,yes,yes
203,Did the red domino fall on the yellow mat?,1,no,no
204,Did the red domino fall on the yellow mat?,1,no,no
205,Did the red domino fall on the yellow mat?,1,no,no
206,Did the red domino fall on the yellow mat?,1,yes,yes
207,Did the red domino fall on the yellow mat?,1,no,no
208,Did the red domino fall on the yellow mat?,1,no,no
209,Did the red domino fall on the yellow mat?,1,no,no
210,Did the red domino fall on the yellow mat?,1,no,no
211,Did the red domino fall on the yellow mat?,1,yes,yes
212,Did the red domino fall on the yellow mat?,1,yes,yes
213,Did the red domino fall on the yellow mat?,1,yes,yes
214,Did the red domino fall on the yellow mat?,1,no,no
215,Did the red domino fall on the yellow mat?,1,no,no
216,Did the red domino fall on the yellow mat?,1,yes,yes
217,Did the red domino fall on the yellow mat?,1,no,no
218,Did the red domino fall on the yellow mat?,1,no,no
219,Did the red domino fall on the yellow mat?,1,no,no
220,Did the red domino fall on the yellow mat?,1,yes,yes
221,Did the red domino fall on the yellow mat?,1,yes,yes
222,Did the red domino fall on the yellow mat?,1,no,no
223,Did the red domino fall on the yellow mat?,1,yes,yes
224,Did the red domino fall on the yellow mat?,0,no,yes
225,Did the red domino fall on the yellow mat?,1,yes,yes
226,Did the red domino fall on the yellow mat?,0,no,yes
227,Did the red domino fall on the yellow mat?,1,no,no
228,Did the red domino fall on the yellow mat?,1,yes,yes
229,Did the red domino fall on the yellow mat?,1,yes,yes
230,Did the red domino fall on the yellow mat?,1,yes,yes
231,Did the red domino fall on the yellow mat?,1,no,no
232,Did the red domino fall on the yellow mat?,1,yes,yes
233,Did the red domino fall on the yellow mat?,1,no,no
234,Did the red domino fall on the yellow mat?,1,no,no
235,Did the red domino fall on the yellow mat?,1,yes,yes
236,Did the red domino fall on the yellow mat?,0,no,yes
237,Did the red domino fall on the yellow mat?,1,no,no
238,Did the red domino fall on the yellow mat?,1,yes,yes
239,Did the red domino fall on the yellow mat?,1,no,no
240,Did the red domino fall on the yellow mat?,1,yes,yes
241,Did the red domino fall on the yellow mat?,1,no,no
242,Did the red domino fall on the yellow mat?,1,no,no
243,Did the red domino fall on the yellow mat?,1,yes,yes
244,Did the red domino fall on the yellow mat?,1,yes,yes
245,Did the red domino fall on the yellow mat?,1,yes,yes
246,Did the red domino fall on the yellow mat?,1,yes,yes
247,Did the red domino fall on the yellow mat?,1,no,no
248,Did the red domino fall on the yellow mat?,1,yes,yes
249,Did the red domino fall on the yellow mat?,1,yes,yes
250,Did the red domino fall on the yellow mat?,1,no,no
251,Did the red domino fall on the yellow mat?,1,yes,yes
252,Did the red domino fall on the yellow mat?,1,yes,yes
253,Did the red domino fall on the yellow mat?,1,no,no
254,Did the red domino fall on the yellow mat?,0,no,yes
255,Did the red domino fall on the yellow mat?,1,no,no
256,Did the red domino fall on the yellow mat?,1,no,no
257,Did the red domino fall on the yellow mat?,1,yes,yes
258,Did the red domino fall on the yellow mat?,1,yes,yes
259,Did the red domino fall on the yellow mat?,1,no,no
260,Did the red domino fall on the yellow mat?,1,yes,yes
261,Did the red domino fall on the yellow mat?,0,no,yes
262,Did the red domino fall on the yellow mat?,1,no,no
263,Did the red domino fall on the yellow mat?,1,no,no
264,Did the red domino fall on the yellow mat?,1,yes,yes
265,Did the red domino fall on the yellow mat?,1,yes,yes
266,Did the red domino fall on the yellow mat?,1,no,no
267,Did the red domino fall on the yellow mat?,1,yes,yes
268,Did the red domino fall on the yellow mat?,1,yes,yes
269,Did the red domino fall on the yellow mat?,0,no,yes
270,Did the red domino fall on the yellow mat?,1,yes,yes
271,Did the red domino fall on the yellow mat?,1,no,no
272,Did the red domino fall on the yellow mat?,1,no,no
273,Did the red domino fall on the yellow mat?,1,yes,yes
274,Did the red domino fall on the yellow mat?,1,no,no
275,Did the red domino fall on the yellow mat?,1,no,no
276,Did the red domino fall on the yellow mat?,1,yes,yes
277,Did the red domino fall on the yellow mat?,1,no,no
278,Did the red domino fall on the yellow mat?,1,no,no
279,Did the red domino fall on the yellow mat?,1,yes,yes
280,Did the red domino fall on the yellow mat?,1,yes,yes
281,Did the red domino fall on the yellow mat?,1,yes,yes
282,Did the red domino fall on the yellow mat?,1,no,no
283,Did the red domino fall on the yellow mat?,1,no,no
284,Did the red domino fall on the yellow mat?,1,yes,yes
285,Did the red domino fall on the yellow mat?,1,no,no
286,Did the red domino fall on the yellow mat?,1,no,no
287,Did the red domino fall on the yellow mat?,1,yes,yes
288,Did the red domino fall on the yellow mat?,1,no,no
289,Did the red domino fall on the yellow mat?,1,yes,yes
290,Did the red domino fall on the yellow mat?,1,no,no
291,Did the red domino fall on the yellow mat?,1,yes,yes
292,Did the red domino fall on the yellow mat?,1,no,no
293,Did the red domino fall on the yellow mat?,1,yes,yes
294,Did the red domino fall on the yellow mat?,1,yes,yes
295,Did the red domino fall on the yellow mat?,1,no,no
296,Did the red domino fall on the yellow mat?,1,yes,yes
297,Did the red domino fall on the yellow mat?,1,no,no
298,Did the red domino fall on the yellow mat?,1,no,no
299,Did the red domino fall on the yellow mat?,1,yes,yes
300,Did the red domino fall on the yellow mat?,1,no,no
301,Did the red domino fall on the yellow mat?,1,yes,yes
302,Did the red domino fall on the yellow mat?,1,no,no
303,Did the red domino fall on the yellow mat?,1,yes,yes
304,Did the red domino fall on the yellow mat?,1,yes,yes
305,Did the red domino fall on the yellow mat?,1,no,no
306,Did the red domino fall on the yellow mat?,1,yes,yes
307,Did the red domino fall on the yellow mat?,0,no,yes
308,Did the red domino fall on the yellow mat?,1,yes,yes
309,Did the red domino fall on the yellow mat?,1,yes,yes
310,Did the red domino fall on the yellow mat?,1,yes,yes
311,Did the red domino fall on the yellow mat?,1,no,no
312,Did the red domino fall on the yellow mat?,1,no,no
313,Did the red domino fall on the yellow mat?,1,no,no
314,Did the red domino fall on the yellow mat?,1,yes,yes
315,Did the red domino fall on the yellow mat?,1,no,no
316,Did the red domino fall on the yellow mat?,1,no,no
317,Did the red domino fall on the yellow mat?,1,yes,yes
318,Did the red domino fall on the yellow mat?,1,yes,yes
319,Did the red domino fall on the yellow mat?,1,yes,yes
320,Did the red domino fall on the yellow mat?,1,yes,yes
321,Did the red domino fall on the yellow mat?,1,yes,yes
322,Did the red domino fall on the yellow mat?,1,no,no
323,Did the red domino fall on the yellow mat?,1,no,no
324,Did the red domino fall on the yellow mat?,1,yes,yes
325,Did the red domino fall on the yellow mat?,1,yes,yes
326,Did the red domino fall on the yellow mat?,1,no,no
327,Did the red domino fall on the yellow mat?,0,no,yes
328,Did the red domino fall on the yellow mat?,1,yes,yes
329,Did the red domino fall on the yellow mat?,1,yes,yes
330,Did the red domino fall on the yellow mat?,1,no,no
331,Did the red domino fall on the yellow mat?,1,yes,yes
332,Did the red domino fall on the yellow mat?,1,yes,yes
333,Did the red domino fall on the yellow mat?,1,no,no
334,Did the red domino fall on the yellow mat?,1,yes,yes
335,Did the red domino fall on the yellow mat?,1,yes,yes
336,Did the red domino fall on the yellow mat?,1,yes,yes
337,Did the red domino fall on the yellow mat?,1,yes,yes
338,Did the red domino fall on the yellow mat?,1,yes,yes
339,Did the red domino fall on the yellow mat?,1,no,no
340,Did the red domino fall on the yellow mat?,1,yes,yes
341,Did the red domino fall on the yellow mat?,1,no,no
342,Did the red domino fall on the yellow mat?,1,no,no
343,Did the red domino fall on the yellow mat?,1,no,no
344,Did the red domino fall on the yellow mat?,0,yes,no
345,Did the red domino fall on the yellow mat?,1,yes,yes
346,Did the red domino fall on the yellow mat?,1,yes,yes
347,Did the red domino fall on the yellow mat?,1,yes,yes
348,Did the red domino fall on the yellow mat?,1,yes,yes
349,Did the red domino fall on the yellow mat?,0,yes,no
350,Did the red domino fall on the yellow mat?,1,yes,yes
351,Did the red domino fall on the yellow mat?,1,yes,yes
352,Did the red domino fall on the yellow mat?,1,yes,yes
353,Did the red domino fall on the yellow mat?,1,yes,yes
354,Did the red domino fall on the yellow mat?,0,no,yes
355,Did the red domino fall on the yellow mat?,1,no,no
356,Did the red domino fall on the yellow mat?,1,yes,yes
357,Did the red domino fall on the yellow mat?,1,yes,yes
358,Did the red domino fall on the yellow mat?,1,no,no
359,Did the red domino fall on the yellow mat?,1,yes,yes
360,Did the red domino fall on the yellow mat?,1,yes,yes
361,Did the red domino fall on the yellow mat?,1,no,no
362,Did the red domino fall on the yellow mat?,1,yes,yes
363,Did the red domino fall on the yellow mat?,1,no,no
364,Did the red domino fall on the yellow mat?,1,yes,yes
365,Did the red domino fall on the yellow mat?,1,yes,yes
366,Did the red domino fall on the yellow mat?,1,yes,yes
367,Did the red domino fall on the yellow mat?,1,yes,yes
368,Did the red domino fall on the yellow mat?,1,yes,yes
369,Did the red domino fall on the yellow mat?,0,no,yes
370,Did the red domino fall on the yellow mat?,1,yes,yes
371,Did the red domino fall on the yellow mat?,1,no,no
372,Did the red domino fall on the yellow mat?,1,yes,yes
373,Did the red domino fall on the yellow mat?,1,yes,yes
374,Did the red domino fall on the yellow mat?,0,no,yes
375,Did the red domino fall on the yellow mat?,1,yes,yes
376,Did the red domino fall on the yellow mat?,1,yes,yes
377,Did the red domino fall on the yellow mat?,1,yes,yes
378,Did the red domino fall on the yellow mat?,1,no,no
379,Did the red domino fall on the yellow mat?,1,yes,yes
380,Did the red domino fall on the yellow mat?,1,yes,yes
381,Did the red domino fall on the yellow mat?,1,yes,yes
382,Did the red domino fall on the yellow mat?,1,no,no
383,Did the red domino fall on the yellow mat?,1,yes,yes
384,Did the red domino fall on the yellow mat?,1,yes,yes
385,Did the red domino fall on the yellow mat?,1,no,no
386,Did the red domino fall on the yellow mat?,1,yes,yes
387,Did the red domino fall on the yellow mat?,1,yes,yes
388,Did the red domino fall on the yellow mat?,1,yes,yes
389,Did the red domino fall on the yellow mat?,1,no,no
390,Did the red domino fall on the yellow mat?,1,yes,yes
391,Did the red domino fall on the yellow mat?,1,no,no
392,Did the red domino fall on the yellow mat?,1,yes,yes
393,Did the red domino fall on the yellow mat?,1,no,no
394,Did the red domino fall on the yellow mat?,1,yes,yes
395,Did the red domino fall on the yellow mat?,1,yes,yes
396,Did the red domino fall on the yellow mat?,1,yes,yes
397,Did the red domino fall on the yellow mat?,1,yes,yes
398,Did the red domino fall on the yellow mat?,1,yes,yes
399,Did the red domino fall on the yellow mat?,1,yes,yes
400,Did the red domino fall on the yellow mat?,1,yes,yes
401,Did the red domino fall on the yellow mat?,1,yes,yes
402,Did the red domino fall on the yellow mat?,1,yes,yes
403,Did the red domino fall on the yellow mat?,1,yes,yes
404,Did the red domino fall on the yellow mat?,1,yes,yes
405,Did the red domino fall on the yellow mat?,1,no,no
406,Did the red domino fall on the yellow mat?,1,yes,yes
407,Did the red domino fall on the yellow mat?,1,yes,yes
408,Did the red domino fall on the yellow mat?,1,yes,yes
409,Did the red domino fall on the yellow mat?,0,no,yes
410,Did the red domino fall on the yellow mat?,1,no,no
411,Did the red domino fall on the yellow mat?,0,no,yes
412,Did the red domino fall on the yellow mat?,1,yes,yes
413,Did the red domino fall on the yellow mat?,1,yes,yes
414,Did the red domino fall on the yellow mat?,0,no,yes
415,Did the red domino fall on the yellow mat?,1,no,no
416,Did the red domino fall on the yellow mat?,1,no,no
417,Did the red domino fall on the yellow mat?,1,yes,yes
418,Did the red domino fall on the yellow mat?,1,yes,yes
419,Did the red domino fall on the yellow mat?,1,yes,yes
420,Did the red domino fall on the yellow mat?,1,no,no
421,Did the red domino fall on the yellow mat?,1,yes,yes
422,Did the red domino fall on the yellow mat?,0,yes,no
423,Did the red domino fall on the yellow mat?,0,no,yes
424,Did the red domino fall on the yellow mat?,1,no,no
425,Did the red domino fall on the yellow mat?,1,yes,yes
426,Did the red domino fall on the yellow mat?,1,yes,yes
427,Did the red domino fall on the yellow mat?,1,yes,yes
428,Did the red domino fall on the yellow mat?,1,yes,yes
429,Did the red domino fall on the yellow mat?,1,yes,yes
430,Did the red domino fall on the yellow mat?,1,no,no
431,Did the red domino fall on the yellow mat?,1,no,no
432,Did the red domino fall on the yellow mat?,1,yes,yes
433,Did the red domino fall on the yellow mat?,1,yes,yes
434,Did the red domino fall on the yellow mat?,1,no,no
435,Did the red domino fall on the yellow mat?,0,no,yes
436,Did the red domino fall on the yellow mat?,1,yes,yes
437,Did the red domino fall on the yellow mat?,1,yes,yes
438,Did the red domino fall on the yellow mat?,1,no,no
439,Did the red domino fall on the yellow mat?,1,yes,yes
440,Did the red domino fall on the yellow mat?,1,yes,yes
441,Did the red domino fall on the yellow mat?,1,no,no
442,Did the red domino fall on the yellow mat?,1,yes,yes
443,Did the red domino fall on the yellow mat?,1,yes,yes
444,Did the red domino fall on the yellow mat?,1,yes,yes
445,Did the red domino fall on the yellow mat?,1,yes,yes
446,Did the red domino fall on the yellow mat?,1,yes,yes
447,Did the red domino fall on the yellow mat?,0,no,yes
448,Did the red domino fall on the yellow mat?,1,yes,yes
449,Did the red domino fall on the yellow mat?,1,no,no
450,Did the red domino fall on the yellow mat?,1,no,no
451,Did the red domino fall on the yellow mat?,1,no,no
452,Did the red domino fall on the yellow mat?,0,yes,no
453,Did the red domino fall on the yellow mat?,1,yes,yes
454,Did the red domino fall on the yellow mat?,1,yes,yes
455,Did the red domino fall on the yellow mat?,1,yes,yes
456,Did the red domino fall on the yellow mat?,1,yes,yes
457,Did the red domino fall on the yellow mat?,0,yes,no
458,Did the red domino fall on the yellow mat?,1,yes,yes
459,Did the red domino fall on the yellow mat?,1,yes,yes
460,Did the red domino fall on the yellow mat?,1,yes,yes
461,Did the red domino fall on the yellow mat?,1,yes,yes
462,Did the red domino fall on the yellow mat?,0,no,yes
463,Did the red domino fall on the yellow mat?,1,no,no
464,Did the red domino fall on the yellow mat?,1,yes,yes
465,Did the red domino fall on the yellow mat?,1,yes,yes
466,Did the red domino fall on the yellow mat?,0,no,yes
467,Did the red domino fall on the yellow mat?,1,yes,yes
468,Did the red domino fall on the yellow mat?,1,yes,yes
469,Did the red domino fall on the yellow mat?,1,no,no
470,Did the red domino fall on the yellow mat?,1,yes,yes
471,Did the red domino fall on the yellow mat?,1,no,no
472,Did the red domino fall on the yellow mat?,1,yes,yes
473,Did the red domino fall on the yellow mat?,1,yes,yes
474,Did the red domino fall on the yellow mat?,1,yes,yes
475,Did the red domino fall on the yellow mat?,1,yes,yes
476,Did the red domino fall on the yellow mat?,1,yes,yes
477,Did the red domino fall on the yellow mat?,0,no,yes
478,Did the red domino fall on the yellow mat?,1,yes,yes
479,Did the red domino fall on the yellow mat?,1,no,no
480,Did the red domino fall on the yellow mat?,1,yes,yes
481,Did the red domino fall on the yellow mat?,1,yes,yes
482,Did the red domino fall on the yellow mat?,0,no,yes
483,Did the red domino fall on the yellow mat?,1,yes,yes
484,Did the red domino fall on the yellow mat?,1,yes,yes
485,Did the red domino fall on the yellow mat?,1,yes,yes
486,Did the red domino fall on the yellow mat?,1,no,no
487,Did the red domino fall on the yellow mat?,1,yes,yes
488,Did the red domino fall on the yellow mat?,1,yes,yes
489,Did the red domino fall on the yellow mat?,1,yes,yes
490,Did the red domino fall on the yellow mat?,1,no,no
491,Did the red domino fall on the yellow mat?,1,yes,yes
492,Did the red domino fall on the yellow mat?,1,yes,yes
493,Did the red domino fall on the yellow mat?,1,no,no
494,Did the red domino fall on the yellow mat?,1,yes,yes
495,Did the red domino fall on the yellow mat?,1,yes,yes
496,Did the red domino fall on the yellow mat?,1,yes,yes
497,Did the red domino fall on the yellow mat?,1,no,no
498,Did the red domino fall on the yellow mat?,1,yes,yes
499,Did the red domino fall on the yellow mat?,1,no,no
500,Did the red domino fall on the yellow mat?,1,yes,yes
501,Did the red domino fall on the yellow mat?,1,no,no
502,Did the red domino fall on the yellow mat?,1,yes,yes
503,Did the red domino fall on the yellow mat?,1,yes,yes
504,Did the red domino fall on the yellow mat?,1,yes,yes
505,Did the red domino fall on the yellow mat?,1,yes,yes
506,Did the red domino fall on the yellow mat?,1,yes,yes
507,Did the red domino fall on the yellow mat?,1,yes,yes
508,Did the red domino fall on the yellow mat?,1,yes,yes
509,Did the red domino fall on the yellow mat?,1,yes,yes
510,Did the red domino fall on the yellow mat?,1,yes,yes
511,Did the red domino fall on the yellow mat?,1,yes,yes
512,Did the red domino fall on the yellow mat?,1,yes,yes
513,Did the red domino fall on the yellow mat?,1,no,no
514,Did the red domino fall on the yellow mat?,1,yes,yes
515,Did the red domino fall on the yellow mat?,1,yes,yes
516,Did the red domino fall on the yellow mat?,1,yes,yes
517,Did the red domino fall on the yellow mat?,0,no,yes
518,Did the red domino fall on the yellow mat?,1,no,no
519,Did the red domino fall on the yellow mat?,0,no,yes
520,Did the red domino fall on the yellow mat?,1,yes,yes
521,Did the red domino fall on the yellow mat?,1,yes,yes
522,Did the red domino fall on the yellow mat?,0,no,yes
523,Did the red domino fall on the yellow mat?,1,no,no
524,Did the red domino fall on the yellow mat?,1,no,no
525,Did the red domino fall on the yellow mat?,1,yes,yes
526,Did the red domino fall on the yellow mat?,1,yes,yes
527,Did the red domino fall on the yellow mat?,1,yes,yes
528,Did the red domino fall on the yellow mat?,1,no,no
529,Did the red domino fall on the yellow mat?,1,yes,yes
530,Did the red domino fall on the yellow mat?,0,yes,no
531,Did the red domino fall on the yellow mat?,0,no,yes
532,Did the red domino fall on the yellow mat?,1,no,no
