row_idx,prompt,correct,ground_truth,predicted
57,Did the red object reach the yellow mat?,0,no,yes
58,Did the red object reach the yellow mat?,1,no,no
59,Did the red object reach the yellow mat?,1,no,no
60,Did the red object reach the yellow mat?,0,no,yes
61,Did the red object reach the yellow mat?,1,no,no
62,Did the red object reach the yellow mat?,0,yes,no
63,Did the red object reach the yellow mat?,1,no,no
64,Did the red object reach the yellow mat?,0,no,yes
65,Did the red object reach the yellow mat?,1,yes,yes
66,Did the red object reach the yellow mat?,1,yes,yes
67,Did the red object reach the yellow mat?,1,no,no
68,Did the red object reach the yellow mat?,1,yes,yes
69,Did the red object reach the yellow mat?,1,yes,yes
70,Did the red object reach the yellow mat?,1,yes,yes
71,Did the red object reach the yellow mat?,1,no,no
72,Did the red object reach the yellow mat?,1,no,no
73,Did the red object reach the yellow mat?,1,yes,yes
74,Did the red object reach the yellow mat?,1,yes,yes
75,Did the red object reach the yellow mat?,1,yes,yes
76,Did the red object reach the yellow mat?,0,yes,no
77,Did the red object reach the yellow mat?,1,yes,yes
78,Did the red object reach the yellow mat?,0,no,yes
79,Did the red object reach the yellow mat?,1,no,no
80,Did the red object reach the yellow mat?,1,no,no
81,Did the red object reach the yellow mat?,1,yes,yes
82,Did the red object reach the yellow mat?,1,yes,yes
83,Did the red object reach the yellow mat?,1,yes,yes
84,Did the red object reach the yellow mat?,1,yes,yes
85,Did the red object reach the yellow mat?,1,yes,yes
86,Did the red object reach the yellow mat?,1,no,no
87,Did the red object reach the yellow mat?,1,no,no
88,Did the red object reach the yellow mat?,1,yes,yes
89,Did the red object reach the yellow mat?,0,no,yes
90,Did the red object reach the yellow mat?,0,no,yes
91,Did the red object reach the yellow mat?,1,no,no
92,Did the red object reach the yellow mat?,1,yes,yes
93,Did the red object reach the yellow mat?,0,yes,no
94,Did the red object reach the yellow mat?,1,yes,yes
95,Did the red object reach the yellow mat?,1,yes,yes
96,Did the red object reach the yellow mat?,1,yes,yes
97,Did the red object reach the yellow mat?,1,yes,yes
98,Did the red object reach the yellow mat?,0,no,yes
99,Did the red object reach the yellow mat?,1,yes,yes
100,Did the red object reach the yellow mat?,1,no,no
101,Did the red object reach the yellow mat?,0,no,yes
102,Did the red object reach the yellow mat?,1,no,no
103,Did the red object reach the yellow mat?,1,no,no
104,Did the red object reach the yellow mat?,1,yes,yes
105,Did the red object reach the yellow mat?,0,yes,no
106,Did the red object reach the yellow mat?,1,yes,yes
107,Did the red object reach the yellow mat?,1,yes,yes
108,Did the red object reach the yellow mat?,1,yes,yes
109,Did the red object reach the yellow mat?,1,yes,yes
110,Did the red object reach the yellow mat?,0,yes,no
111,Did the red object reach the yellow mat?,0,yes,no
112,Did the red object reach the yellow mat?,1,yes,yes
113,Did the red object reach the yellow mat?,1,yes,yes
114,Did the red object reach the yellow mat?,1,yes,yes
115,Did the red object reach the yellow mat?,1,no,no
116,Did the red object reach the yellow mat?,1,yes,yes
117,Did the red object reach the yellow mat?,1,no,no
118,Did the red object reach the yellow mat?,0,no,yes
119,Did the red object reach the yellow mat?,0,no,yes
120,Did the red object reach the yellow mat?,1,yes,yes
121,Did the red object reach the yellow mat?,0,no,yes
122,Did the red object reach the yellow mat?,1,no,no
123,Did the red object reach the yellow mat?,0,no,yes
124,Did the red object reach the yellow mat?,1,yes,yes
125,Did the red object reach the yellow mat?,1,yes,yes
126,Did the red object reach the yellow mat?,1,no,no
127,Did the red object reach the yellow mat?,1,no,no
128,Did the red object reach the yellow mat?,0,no,yes
129,Did the red object reach the yellow mat?,1,yes,yes
130,Did the red object reach the yellow mat?,1,yes,yes
131,Did the red object reach the yellow mat?,0,no,yes
132,Did the red object reach the yellow mat?,0,no,yes
133,Did the red object reach the yellow mat?,1,yes,yes
134,Did the red object reach the yellow mat?,1,no,no
135,Did the red object reach the yellow mat?,1,yes,yes
136,Did the red object reach the yellow mat?,1,yes,yes
137,Did the red object reach the yellow mat?,1,no,no
138,Did the red object reach the yellow mat?,1,yes,yes
139,Did the red object reach the yellow mat?,1,no,no
140,Did the red object reach the yellow mat?,1,yes,yes
141,Did the red object reach the yellow mat?,1,yes,yes
142,Did the red object reach the yellow mat?,1,no,no
143,Did the red object reach the yellow mat?,1,yes,yes
144,Did the red object reach the yellow mat?,1,no,no
145,Did the red object reach the yellow mat?,0,no,yes
146,Did the red object reach the yellow mat?,1,yes,yes
147,Did the red object reach the yellow mat?,1,yes,yes
148,Did the red object reach the yellow mat?,1,no,no
149,Did the red object reach the yellow mat?,1,yes,yes
150,Did the red object reach the yellow mat?,1,yes,yes
151,Did the red object reach the yellow mat?,1,yes,yes
152,Did the red object reach the yellow mat?,1,yes,yes
153,Did the red object reach the yellow mat?,1,yes,yes
154,Did the red object reach the yellow mat?,0,yes,no
155,Did the red object reach the yellow mat?,1,no,no
156,Did the red object reach the yellow mat?,1,yes,yes
157,Did the red object reach the yellow mat?,1,yes,yes
158,Did the red object reach the yellow mat?,1,yes,yes
159,Did the red object reach the yellow mat?,0,no,yes
160,Did the red object reach the yellow mat?,1,yes,yes
161,Did the red object reach the yellow mat?,1,yes,yes
162,Did the red object reach the yellow mat?,1,yes,yes
163,Did the red object reach the yellow mat?,1,yes,yes
164,Did the red object reach the yellow mat?,1,yes,yes
165,Did the red object reach the yellow mat?,0,no,yes
166,Did the red object reach the yellow mat?,1,yes,yes
167,Did the red object reach the yellow mat?,0,yes,no
168,Did the red object reach the yellow mat?,1,yes,yes
169,Did the red object reach the yellow mat?,1,yes,yes
170,Did the red object reach the yellow mat?,1,no,no
171,Did the red object reach the yellow mat?,1,yes,yes
172,Did the red object reach the yellow mat?,0,no,yes
173,Did the red object reach the yellow mat?,1,yes,yes
174,Did the red object reach the yellow mat?,1,yes,yes
175,Did the red object reach the yellow mat?,1,yes,yes
176,Did the red object reach the yellow mat?,1,yes,yes
177,Did the red object reach the yellow mat?,0,no,yes
178,Did the red object reach the yellow mat?,1,yes,yes
179,Did the red object reach the yellow mat?,1,yes,yes
180,Did the red object reach the yellow mat?,1,yes,yes
181,Did the red object reach the yellow mat?,1,no,no
182,Did the red object reach the yellow mat?,1,yes,yes
183,Did the red object reach the yellow mat?,1,yes,yes
184,Did the red object reach the yellow mat?,0,no,yes
185,Did the red object reach the yellow mat?,1,no,no
186,Did the red object reach the yellow mat?,1,yes,yes
187,Did the red object reach the yellow mat?,1,yes,yes
188,Did the red object reach the yellow mat?,1,yes,yes
189,Did the red object reach the yellow mat?,1,yes,yes
190,Did the red object reach the yellow mat?,1,yes,yes
191,Did the red object reach the yellow mat?,1,yes,yes
192,Did the red object reach the yellow mat?,1,yes,yes
193,Did the red object reach the yellow mat?,1,yes,yes
194,Did the red object reach the yellow mat?,1,no,no
195,Did the red object reach the yellow mat?,1,no,no
196,Did the red object reach the yellow mat?,1,no,no
197,Did the red object reach the yellow mat?,0,yes,no
198,Did the red object reach the yellow mat?,1,yes,yes
199,Did the red object reach the yellow mat?,1,yes,yes
200,Did the red object reach the yellow mat?,1,yes,yes
201,Did the red object reach the yellow mat?,1,yes,yes
202,Did the red object reach the yellow mat?,1,yes,yes
203,Did the red object reach the yellow mat?,0,yes,no
204,Did the red object reach the yellow mat?,0,no,yes
205,Did the red object reach the yellow mat?,1,yes,yes
206,Did the red object reach the yellow mat?,1,no,no
207,Did the red object reach the yellow mat?,0,yes,no
208,Did the red object reach the yellow mat?,0,yes,no
209,Did the red object reach the yellow mat?,1,yes,yes
210,Did the red object reach the yellow mat?,1,yes,yes
211,Did the red object reach the yellow mat?,0,yes,no
212,Did the red object reach the yellow mat?,1,yes,yes
213,Did the red object reach the yellow mat?,1,no,no
214,Did the red object reach the yellow mat?,1,yes,yes
215,Did the red object reach the yellow mat?,1,yes,yes
216,Did the red object reach the yellow mat?,1,no,no
217,Did the red object reach the yellow mat?,1,no,no
218,Did the red object reach the yellow mat?,0,yes,no
219,Did the red object reach the yellow mat?,0,yes,no
220,Did the red object reach the yellow mat?,1,yes,yes
221,Did the red object reach the yellow mat?,1,yes,yes
222,Did the red object reach the yellow mat?,1,yes,yes
223,Did the red object reach the yellow mat?,1,yes,yes
224,Did the red object reach the yellow mat?,1,yes,yes
225,Did the red object reach the yellow mat?,1,yes,yes
226,Did the red object reach the yellow mat?,1,no,no
227,Did the red object reach the yellow mat?,1,no,no
228,Did the red object reach the yellow mat?,1,no,no
229,Did the red object reach the yellow mat?,1,yes,yes
230,Did the red object reach the yellow mat?,0,no,yes
231,Did the red object reach the yellow mat?,1,yes,yes
232,Did the red object reach the yellow mat?,1,yes,yes
233,Did the red object reach the yellow mat?,1,yes,yes
234,Did the red object reach the yellow mat?,1,yes,yes
235,Did the red object reach the yellow mat?,1,yes,yes
236,Did the red object reach the yellow mat?,1,yes,yes
237,Did the red object reach the yellow mat?,1,yes,yes
238,Did the red object reach the yellow mat?,1,yes,yes
239,Did the red object reach the yellow mat?,1,no,no
240,Did the red object reach the yellow mat?,1,yes,yes
241,Did the red object reach the yellow mat?,1,no,no
242,Did the red object reach the yellow mat?,1,yes,yes
243,Did the red object reach the yellow mat?,1,yes,yes
244,Did the red object reach the yellow mat?,1,yes,yes
245,Did the red object reach the yellow mat?,1,yes,yes
246,Did the red object reach the yellow mat?,0,yes,no
247,Did the red object reach the yellow mat?,1,no,no
248,Did the red object reach the yellow mat?,1,no,no
249,Did the red object reach the yellow mat?,1,yes,yes
250,Did the red object reach the yellow mat?,1,no,no
251,Did the red object reach the yellow mat?,1,yes,yes
252,Did the red object reach the yellow mat?,1,no,no
253,Did the red object reach the yellow mat?,1,yes,yes
254,Did the red object reach the yellow mat?,1,yes,yes
255,Did the red object reach the yellow mat?,1,no,no
256,Did the red object reach the yellow mat?,0,yes,no
257,Did the red object reach the yellow mat?,1,yes,yes
258,Did the red object reach the yellow mat?,0,no,yes
259,Did the red object reach the yellow mat?,1,yes,yes
260,Did the red object reach the yellow mat?,0,yes,no
261,Did the red object reach the yellow mat?,1,yes,yes
262,Did the red object reach the yellow mat?,1,yes,yes
263,Did the red object reach the yellow mat?,1,yes,yes
264,Did the red object reach the yellow mat?,1,yes,yes
265,Did the red object reach the yellow mat?,1,yes,yes
266,Did the red object reach the yellow mat?,1,no,no
267,Did the red object reach the yellow mat?,1,yes,yes
268,Did the red object reach the yellow mat?,1,no,no
269,Did the red object reach the yellow mat?,1,yes,yes
270,Did the red object reach the yellow mat?,1,no,no
271,Did the red object reach the yellow mat?,0,yes,no
272,Did the red object reach the yellow mat?,1,no,no
273,Did the red object reach the yellow mat?,1,yes,yes
274,Did the red object reach the yellow mat?,1,yes,yes
275,Did the red object reach the yellow mat?,1,yes,yes
276,Did the red object reach the yellow mat?,1,yes,yes
277,Did the red object reach the yellow mat?,0,no,yes
278,Did the red object reach the yellow mat?,1,yes,yes
279,Did the red object reach the yellow mat?,1,yes,yes
280,Did the red object reach the yellow mat?,1,yes,yes
281,Did the red object reach the yellow mat?,1,yes,yes
282,Did the red object reach the yellow mat?,0,no,yes
283,Did the red object reach the yellow mat?,1,yes,yes
284,Did the red object reach the yellow mat?,1,no,no
285,Did the red object reach the yellow mat?,1,no,no
286,Did the red object reach the yellow mat?,1,yes,yes
287,Did the red object reach the yellow mat?,1,yes,yes
288,Did the red object reach the yellow mat?,1,yes,yes
289,Did the red object reach the yellow mat?,1,yes,yes
290,Did the red object reach the yellow mat?,1,no,no
291,Did the red object reach the yellow mat?,1,no,no
292,Did the red object reach the yellow mat?,1,yes,yes
293,Did the red object reach the yellow mat?,1,yes,yes
294,Did the red object reach the yellow mat?,1,no,no
295,Did the red object reach the yellow mat?,1,no,no
296,Did the red object reach the yellow mat?,1,yes,yes
297,Did the red object reach the yellow mat?,1,yes,yes
298,Did the red object reach the yellow mat?,1,yes,yes
299,Did the red object reach the yellow mat?,1,no,no
300,Did the red object reach the yellow mat?,1,no,no
301,Did the red object reach the yellow mat?,1,no,no
302,Did the red object reach the yellow mat?,1,no,no
303,Did the red object reach the yellow mat?,1,no,no
304,Did the red object reach the yellow mat?,1,no,no
305,Did the red object reach the yellow mat?,1,no,no
306,Did the red object reach the yellow mat?,1,no,no
307,Did the red object reach the yellow mat?,1,no,no
308,Did the red object reach the yellow mat?,1,yes,yes
309,Did the red object reach the yellow mat?,1,yes,yes
310,Did the red object reach the yellow mat?,1,yes,yes
311,Did the red object reach the yellow mat?,1,no,no
312,Did the red object reach the yellow mat?,0,yes,no
313,Did the red object reach the yellow mat?,1,yes,yes
314,Did the red object reach the yellow mat?,0,no,yes
315,Did the red object reach the yellow mat?,1,yes,yes
316,Did the red object reach the yellow mat?,1,no,no
317,Did the red object reach the yellow mat?,1,yes,yes
318,Did the red object reach the yellow mat?,1,no,no
319,Did the red object reach the yellow mat?,1,yes,yes
320,Did the red object reach the yellow mat?,1,yes,yes
321,Did the red object reach the yellow mat?,1,no,no
322,Did the red object reach the yellow mat?,1,yes,yes
323,Did the red object reach the yellow mat?,1,yes,yes
324,Did the red object reach the yellow mat?,1,no,no
325,Did the red object reach the yellow mat?,1,no,no
326,Did the red object reach the yellow mat?,1,no,no
327,Did the red object reach the yellow mat?,1,no,no
328,Did the red object reach the yellow mat?,0,yes,no
329,Did the red object reach the yellow mat?,1,no,no
330,Did the red object reach the yellow mat?,1,yes,yes
331,Did the red object reach the yellow mat?,1,yes,yes
332,Did the red object reach the yellow mat?,1,yes,yes
333,Did the red object reach the yellow mat?,0,yes,no
334,Did the red object reach the yellow mat?,1,no,no
335,Did the red object reach the yellow mat?,1,yes,yes
336,Did the red object reach the yellow mat?,1,yes,yes
337,Did the red object reach the yellow mat?,1,no,no
338,Did the red object reach the yellow mat?,0,yes,no
339,Did the red object reach the yellow mat?,1,no,no
340,Did the red object reach the yellow mat?,1,no,no
341,Did the red object reach the yellow mat?,1,no,no
342,Did the red object reach the yellow mat?,1,no,no
343,Did the red object reach the yellow mat?,1,yes,yes
344,Did the red object reach the yellow mat?,1,no,no
345,Did the red object reach the yellow mat?,1,yes,yes
346,Did the red object reach the yellow mat?,1,no,no
347,Did the red object reach the yellow mat?,0,no,yes
348,Did the red object reach the yellow mat?,1,yes,yes
349,Did the red object reach the yellow mat?,1,yes,yes
350,Did the red object reach the yellow mat?,1,yes,yes
351,Did the red object reach the yellow mat?,1,no,no
352,Did the red object reach the yellow mat?,1,no,no
353,Did the red object reach the yellow mat?,0,yes,no
354,Did the red object reach the yellow mat?,1,no,no
355,Did the red object reach the yellow mat?,1,no,no
356,Did the red object reach the yellow mat?,1,yes,yes
357,Did the red object reach the yellow mat?,1,no,no
358,Did the red object reach the yellow mat?,1,no,no
359,Did the red object reach the yellow mat?,1,no,no
360,Did the red object reach the yellow mat?,1,yes,yes
361,Did the red object reach the yellow mat?,1,no,no
362,Did the red object reach the yellow mat?,1,yes,yes
363,Did the red object reach the yellow mat?,1,no,no
364,Did the red object reach the yellow mat?,1,no,no
365,Did the red object reach the yellow mat?,1,yes,yes
366,Did the red object reach the yellow mat?,1,yes,yes
367,Did the red object reach the yellow mat?,1,yes,yes
368,Did the red object reach the yellow mat?,1,yes,yes
369,Did the red object reach the yellow mat?,1,no,no
370,Did the red object reach the yellow mat?,0,yes,no
371,Did the red object reach the yellow mat?,1,no,no
372,Did the red object reach the yellow mat?,1,no,no
373,Did the red object reach the yellow mat?,1,yes,yes
374,Did the red object reach the yellow mat?,1,no,no
375,Did the red object reach the yellow mat?,1,yes,yes
376,Did the red object reach the yellow mat?,1,yes,yes
377,Did the red object reach the yellow mat?,1,no,no
378,Did the red object reach the yellow mat?,1,no,no
379,Did the red object reach the yellow mat?,1,no,no
380,Did the red object reach the yellow mat?,1,no,no
381,Did the red object reach the yellow mat?,1,no,no
382,Did the red object reach the yellow mat?,1,yes,yes
383,Did the red object reach the yellow mat?,0,no,yes
384,Did the red object reach the yellow mat?,1,no,no
385,Did the red object reach the yellow mat?,1,no,no
386,Did the red object reach the yellow mat?,1,yes,yes
387,Did the red object reach the yellow mat?,1,yes,yes
388,Did the red object reach the yellow mat?,1,yes,yes
389,Did the red object reach the yellow mat?,1,yes,yes
390,Did the red object reach the yellow mat?,1,no,no
391,Did the red object reach the yellow mat?,1,yes,yes
392,Did the red object reach the yellow mat?,1,yes,yes
393,Did the red object reach the yellow mat?,0,no,yes
394,Did the red object reach the yellow mat?,1,no,no
395,Did the red object reach the yellow mat?,1,yes,yes
396,Did the red object reach the yellow mat?,1,yes,yes
397,Did the red object reach the yellow mat?,1,no,no
398,Did the red object reach the yellow mat?,0,yes,no
399,Did the red object reach the yellow mat?,1,no,no
400,Did the red object reach the yellow mat?,1,no,no
401,Did the red object reach the yellow mat?,1,yes,yes
402,Did the red object reach the yellow mat?,1,no,no
403,Did the red object reach the yellow mat?,1,yes,yes
404,Did the red object reach the yellow mat?,1,yes,yes
405,Did the red object reach the yellow mat?,0,yes,no
406,Did the red object reach the yellow mat?,1,yes,yes
407,Did the red object reach the yellow mat?,1,no,no
408,Did the red object reach the yellow mat?,1,yes,yes
409,Did the red object reach the yellow mat?,1,yes,yes
410,Did the red object reach the yellow mat?,1,no,no
411,Did the red object reach the yellow mat?,1,yes,yes
412,Did the red object reach the yellow mat?,1,no,no
413,Did the red object reach the yellow mat?,1,yes,yes
414,Did the red object reach the yellow mat?,1,yes,yes
415,Did the red object reach the yellow mat?,1,yes,yes
416,Did the red object reach the yellow mat?,1,yes,yes
417,Did the red object reach the yellow mat?,1,no,no
418,Did the red object reach the yellow mat?,1,yes,yes
419,Did the red object reach the yellow mat?,1,no,no
420,Did the red object reach the yellow mat?,1,no,no
421,Did the red object reach the yellow mat?,1,no,no
422,Did the red object reach the yellow mat?,1,no,no
423,Did the red object reach the yellow mat?,1,no,no
424,Did the red object reach the yellow mat?,0,yes,no
425,Did the red object reach the yellow mat?,1,yes,yes
