row_idx,prompt,correct,ground_truth,predicted
65,Did the red object reach the yellow mat?,1,no,no
66,Did the red object reach the yellow mat?,1,no,no
67,Did the red object reach the yellow mat?,1,yes,yes
68,Did the red object reach the yellow mat?,1,no,no
69,Did the red object reach the yellow mat?,1,yes,yes
70,Did the red object reach the yellow mat?,0,yes,no
71,Did the red object reach the yellow mat?,1,no,no
72,Did the red object reach the yellow mat?,1,yes,yes
73,Did the red object reach the yellow mat?,1,no,no
74,Did the red object reach the yellow mat?,1,yes,yes
75,Did the red object reach the yellow mat?,0,yes,no
76,Did the red object reach the yellow mat?,1,no,no
77,Did the red object reach the yellow mat?,1,no,no
78,Did the red object reach the yellow mat?,1,yes,yes
79,Did the red object reach the yellow mat?,1,no,no
80,Did the red object reach the yellow mat?,0,yes,no
81,Did the red object reach the yellow mat?,1,yes,yes
82,Did the red object reach the yellow mat?,0,yes,no
83,Did the red object reach the yellow mat?,1,yes,yes
84,Did the red object reach the yellow mat?,1,yes,yes
85,Did the red object reach the yellow mat?,1,no,no
86,Did the red object reach the yellow mat?,1,no,no
87,Did the red object reach the yellow mat?,1,no,no
88,Did the red object reach the yellow mat?,1,no,no
89,Did the red object reach the yellow mat?,1,no,no
90,Did the red object reach the yellow mat?,1,no,no
91,Did the red object reach the yellow mat?,1,no,no
92,Did the red object reach the yellow mat?,1,no,no
93,Did the red object reach the yellow mat?,0,yes,no
94,Did the red object reach the yellow mat?,1,no,no
95,Did the red object reach the yellow mat?,1,yes,yes
96,Did the red object reach the yellow mat?,1,no,no
97,Did the red object reach the yellow mat?,1,yes,yes
98,Did the red object reach the yellow mat?,0,yes,no
99,Did the red object reach the yellow mat?,1,no,no
100,Did the red object reach the yellow mat?,1,no,no
101,Did the red object reach the yellow mat?,1,no,no
102,Did the red object reach the yellow mat?,1,yes,yes
103,Did the red object reach the yellow mat?,1,no,no
104,Did the red object reach the yellow mat?,1,no,no
105,Did the red object reach the yellow mat?,1,yes,yes
106,Did the red object reach the yellow mat?,1,no,no
107,Did the red object reach the yellow mat?,0,yes,no
108,Did the red object reach the yellow mat?,1,no,no
109,Did the red object reach the yellow mat?,1,yes,yes
110,Did the red object reach the yellow mat?,0,yes,no
111,Did the red object reach the yellow mat?,1,no,no
112,Did the red object reach the yellow mat?,1,yes,yes
113,Did the red object reach the yellow mat?,0,yes,no
114,Did the red object reach the yellow mat?,1,no,no
115,Did the red object reach the yellow mat?,1,no,no
116,Did the red object reach the yellow mat?,1,no,no
117,Did the red object reach the yellow mat?,1,yes,yes
118,Did the red object reach the yellow mat?,1,no,no
119,Did the red object reach the yellow mat?,0,yes,no
120,Did the red object reach the yellow mat?,0,yes,no
121,Did the red object reach the yellow mat?,1,no,no
122,Did the red object reach the yellow mat?,1,yes,yes
123,Did the red object reach the yellow mat?,1,yes,yes
124,Did the red object reach the yellow mat?,1,no,no
125,Did the red object reach the yellow mat?,1,yes,yes
126,Did the red object reach the yellow mat?,1,no,no
127,Did the red object reach the yellow mat?,1,no,no
128,Did the red object reach the yellow mat?,0,yes,no
129,Did the red object reach the yellow mat?,1,no,no
130,Did the red object reach the yellow mat?,0,yes,no
131,Did the red object reach the yellow mat?,1,yes,yes
132,Did the red object reach the yellow mat?,0,yes,no
133,Did the red object reach the yellow mat?,1,yes,yes
134,Did the red object reach the yellow mat?,1,yes,yes
135,Did the red object reach the yellow mat?,1,no,no
136,Did the red object reach the yellow mat?,1,no,no
137,Did the red object reach the yellow mat?,1,no,no
138,Did the red object reach the yellow mat?,0,no,yes
139,Did the red object reach the yellow mat?,1,no,no
140,Did the red object reach the yellow mat?,1,no,no
141,Did the red object reach the yellow mat?,1,no,no
142,Did the red object reach the yellow mat?,1,no,no
143,Did the red object reach the yellow mat?,1,no,no
144,Did the red object reach the yellow mat?,1,no,no
145,Did the red object reach the yellow mat?,1,yes,yes
146,Did the red object reach the yellow mat?,1,no,no
147,Did the red object reach the yellow mat?,1,yes,yes
148,Did the red object reach the yellow mat?,0,yes,no
149,Did the red object reach the yellow mat?,1,no,no
150,Did the red object reach the yellow mat?,1,no,no
151,Did the red object reach the yellow mat?,1,no,no
152,Did the red object reach the yellow mat?,1,yes,yes
153,Did the red object reach the yellow mat?,1,no,no
154,Did the red object reach the yellow mat?,1,no,no
155,Did the red object reach the yellow mat?,0,no,yes
156,Did the red object reach the yellow mat?,1,no,no
157,Did the red object reach the yellow mat?,0,yes,no
158,Did the red object reach the yellow mat?,0,no,yes
159,Did the red object reach the yellow mat?,0,yes,no
160,Did the red object reach the yellow mat?,1,yes,yes
161,Did the red object reach the yellow mat?,1,no,no
162,Did the red object reach the yellow mat?,1,yes,yes
163,Did the red object reach the yellow mat?,1,yes,yes
164,Did the red object reach the yellow mat?,1,no,no
165,Did the red object reach the yellow mat?,1,no,no
166,Did the red object reach the yellow mat?,1,no,no
167,Did the red object reach the yellow mat?,1,yes,yes
168,Did the red object reach the yellow mat?,1,no,no
169,Did the red object reach the yellow mat?,1,yes,yes
170,Did the red object reach the yellow mat?,1,yes,yes
171,Did the red object reach the yellow mat?,1,no,no
172,Did the red object reach the yellow mat?,1,yes,yes
173,Did the red object reach the yellow mat?,1,no,no
174,Did the red object reach the yellow mat?,0,yes,no
175,Did the red object reach the yellow mat?,1,yes,yes
176,Did the red object reach the yellow mat?,1,no,no
177,Did the red object reach the yellow mat?,1,no,no
178,Did the red object reach the yellow mat?,1,yes,yes
179,Did the red object reach the yellow mat?,1,no,no
180,Did the red object reach the yellow mat?,1,yes,yes
181,Did the red object reach the yellow mat?,1,yes,yes
182,Did the red object reach the yellow mat?,0,yes,no
183,Did the red object reach the yellow mat?,1,yes,yes
184,Did the red object reach the yellow mat?,1,yes,yes
185,Did the red object reach the yellow mat?,1,no,no
186,Did the red object reach the yellow mat?,1,no,no
187,Did the red object reach the yellow mat?,1,no,no
188,Did the red object reach the yellow mat?,1,no,no
189,Did the red object reach the yellow mat?,1,no,no
190,Did the red object reach the yellow mat?,1,no,no
191,Did the red object reach the yellow mat?,1,no,no
192,Did the red object reach the yellow mat?,1,no,no
193,Did the red object reach the yellow mat?,1,yes,yes
194,Did the red object reach the yellow mat?,1,no,no
195,Did the red object reach the yellow mat?,1,yes,yes
196,Did the red object reach the yellow mat?,0,no,yes
197,Did the red object reach the yellow mat?,1,yes,yes
198,Did the red object reach the yellow mat?,0,yes,no
199,Did the red object reach the yellow mat?,1,no,no
200,Did the red object reach the yellow mat?,1,no,no
201,Did the red object reach the yellow mat?,1,no,no
202,Did the red object reach the yellow mat?,1,yes,yes
203,Did the red object reach the yellow mat?,1,no,no
204,Did the red object reach the yellow mat?,1,no,no
205,Did the red object reach the yellow mat?,1,yes,yes
206,Did the red object reach the yellow mat?,1,no,no
207,Did the red object reach the yellow mat?,0,yes,no
208,Did the red object reach the yellow mat?,1,no,no
209,Did the red object reach the yellow mat?,0,yes,no
210,Did the red object reach the yellow mat?,1,yes,yes
211,Did the red object reach the yellow mat?,1,no,no
212,Did the red object reach the yellow mat?,1,yes,yes
213,Did the red object reach the yellow mat?,1,yes,yes
214,Did the red object reach the yellow mat?,1,no,no
215,Did the red object reach the yellow mat?,1,no,no
216,Did the red object reach the yellow mat?,1,no,no
217,Did the red object reach the yellow mat?,1,yes,yes
218,Did the red object reach the yellow mat?,1,no,no
219,Did the red object reach the yellow mat?,0,yes,no
220,Did the red object reach the yellow mat?,1,yes,yes
221,Did the red object reach the yellow mat?,1,no,no
222,Did the red object reach the yellow mat?,1,yes,yes
223,Did the red object reach the yellow mat?,0,yes,no
224,Did the red object reach the yellow mat?,1,no,no
225,Did the red object reach the yellow mat?,1,yes,yes
226,Did the red object reach the yellow mat?,1,no,no
227,Did the red object reach the yellow mat?,1,no,no
228,Did the red object reach the yellow mat?,1,yes,yes
229,Did the red object reach the yellow mat?,0,no,yes
230,Did the red object reach the yellow mat?,1,yes,yes
231,Did the red object reach the yellow mat?,1,yes,yes
232,Did the red object reach the yellow mat?,0,yes,no
233,Did the red object reach the yellow mat?,1,yes,yes
234,Did the red object reach the yellow mat?,1,yes,yes
235,Did the red object reach the yellow mat?,1,no,no
236,Did the red object reach the yellow mat?,1,no,no
237,Did the red object reach the yellow mat?,1,no,no
238,Did the red object reach the yellow mat?,1,no,no
239,Did the red object reach the yellow mat?,1,no,no
240,Did the red object reach the yellow mat?,1,no,no
241,Did the red object reach the yellow mat?,1,no,no
242,Did the red object reach the yellow mat?,1,no,no
243,Did the red object reach the yellow mat?,1,no,no
244,Did the red object reach the yellow mat?,1,no,no
245,Did the red object reach the yellow mat?,1,yes,yes
246,Did the red object reach the yellow mat?,0,no,yes
247,Did the red object reach the yellow mat?,1,yes,yes
248,Did the red object reach the yellow mat?,0,yes,no
249,Did the red object reach the yellow mat?,0,no,yes
250,Did the red object reach the yellow mat?,0,no,yes
251,Did the red object reach the yellow mat?,1,yes,yes
252,Did the red object reach the yellow mat?,0,no,yes
253,Did the red object reach the yellow mat?,1,yes,yes
254,Did the red object reach the yellow mat?,1,no,no
255,Did the red object reach the yellow mat?,0,no,yes
256,Did the red object reach the yellow mat?,1,yes,yes
257,Did the red object reach the yellow mat?,1,yes,yes
258,Did the red object reach the yellow mat?,1,yes,yes
259,Did the red object reach the yellow mat?,0,yes,no
260,Did the red object reach the yellow mat?,0,yes,no
261,Did the red object reach the yellow mat?,1,yes,yes
262,Did the red object reach the yellow mat?,0,no,yes
263,Did the red object reach the yellow mat?,0,yes,no
264,Did the red object reach the yellow mat?,1,yes,yes
265,Did the red object reach the yellow mat?,1,yes,yes
266,Did the red object reach the yellow mat?,1,yes,yes
267,Did the red object reach the yellow mat?,1,no,no
268,Did the red object reach the yellow mat?,0,no,yes
269,Did the red object reach the yellow mat?,0,no,yes
270,Did the red object reach the yellow mat?,1,no,no
271,Did the red object reach the yellow mat?,0,yes,no
272,Did the red object reach the yellow mat?,1,yes,yes
273,Did the red object reach the yellow mat?,1,yes,yes
274,Did the red object reach the yellow mat?,1,yes,yes
275,Did the red object reach the yellow mat?,1,no,no
276,Did the red object reach the yellow mat?,1,no,no
277,Did the red object reach the yellow mat?,1,yes,yes
278,Did the red object reach the yellow mat?,0,no,yes
279,Did the red object reach the yellow mat?,1,yes,yes
280,Did the red object reach the yellow mat?,0,no,yes
281,Did the red object reach the yellow mat?,1,no,no
282,Did the red object reach the yellow mat?,0,yes,no
283,Did the red object reach the yellow mat?,1,yes,yes
284,Did the red object reach the yellow mat?,0,yes,no
285,Did the red object reach the yellow mat?,1,yes,yes
286,Did the red object reach the yellow mat?,1,yes,yes
287,Did the red object reach the yellow mat?,1,yes,yes
288,Did the red object reach the yellow mat?,1,yes,yes
289,Did the red object reach the yellow mat?,1,no,no
290,Did the red object reach the yellow mat?,1,no,no
291,Did the red object reach the yellow mat?,1,yes,yes
292,Did the red object reach the yellow mat?,1,yes,yes
293,Did the red object reach the yellow mat?,0,no,yes
294,Did the red object reach the yellow mat?,1,yes,yes
295,Did the red object reach the yellow mat?,1,yes,yes
296,Did the red object reach the yellow mat?,0,no,yes
297,Did the red object reach the yellow mat?,0,no,yes
298,Did the red object reach the yellow mat?,1,no,no
299,Did the red object reach the yellow mat?,0,no,yes
300,Did the red object reach the yellow mat?,0,no,yes
301,Did the red object reach the yellow mat?,1,yes,yes
302,Did the red object reach the yellow mat?,1,no,no
303,Did the red object reach the yellow mat?,0,yes,no
304,Did the red object reach the yellow mat?,1,no,no
305,Did the red object reach the yellow mat?,1,no,no
306,Did the red object reach the yellow mat?,1,yes,yes
307,Did the red object reach the yellow mat?,1,yes,yes
308,Did the red object reach the yellow mat?,1,yes,yes
309,Did the red object reach the yellow mat?,0,yes,no
310,Did the red object reach the yellow mat?,0,yes,no
311,Did the red object reach the yellow mat?,1,yes,yes
312,Did the red object reach the yellow mat?,0,no,yes
313,Did the red object reach the yellow mat?,0,yes,no
314,Did the red object reach the yellow mat?,1,yes,yes
315,Did the red object reach the yellow mat?,1,yes,yes
316,Did the red object reach the yellow mat?,1,yes,yes
317,Did the red object reach the yellow mat?,0,no,yes
318,Did the red object reach the yellow mat?,0,no,yes
319,Did the red object reach the yellow mat?,0,no,yes
320,Did the red object reach the yellow mat?,1,no,no
321,Did the red object reach the yellow mat?,0,yes,no
322,Did the red object reach the yellow mat?,1,yes,yes
323,Did the red object reach the yellow mat?,1,yes,yes
324,Did the red object reach the yellow mat?,1,yes,yes
325,Did the red object reach the yellow mat?,1,no,no
326,Did the red object reach the yellow mat?,1,no,no
327,Did the red object reach the yellow mat?,1,yes,yes
328,Did the red object reach the yellow mat?,0,no,yes
329,Did the red object reach the yellow mat?,1,yes,yes
330,Did the red object reach the yellow mat?,1,no,no
331,Did the red object reach the yellow mat?,0,no,yes
332,Did the red object reach the yellow mat?,0,yes,no
333,Did the red object reach the yellow mat?,1,yes,yes
334,Did the red object reach the yellow mat?,0,yes,no
335,Did the red object reach the yellow mat?,1,yes,yes
336,Did the red object reach the yellow mat?,1,yes,yes
337,Did the red object reach the yellow mat?,1,yes,yes
338,Did the red object reach the yellow mat?,1,yes,yes
339,Did the red object reach the yellow mat?,1,no,no
340,Did the red object reach the yellow mat?,1,no,no
341,Did the red object reach the yellow mat?,1,yes,yes
342,Did the red object reach the yellow mat?,0,yes,no
343,Did the red object reach the yellow mat?,1,no,no
344,Did the red object reach the yellow mat?,1,yes,yes
345,Did the red object reach the yellow mat?,1,yes,yes
346,Did the red object reach the yellow mat?,0,no,yes
347,Did the red object reach the yellow mat?,0,no,yes
348,Did the red object reach the yellow mat?,1,no,no
349,Did the red object reach the yellow mat?,0,no,yes
350,Did the red object reach the yellow mat?,0,no,yes
351,Did the red object reach the yellow mat?,1,yes,yes
352,Did the red object reach the yellow mat?,0,no,yes
353,Did the red object reach the yellow mat?,1,yes,yes
354,Did the red object reach the yellow mat?,0,no,yes
355,Did the red object reach the yellow mat?,1,no,no
356,Did the red object reach the yellow mat?,1,yes,yes
357,Did the red object reach the yellow mat?,0,yes,no
358,Did the red object reach the yellow mat?,1,yes,yes
359,Did the red object reach the yellow mat?,1,yes,yes
360,Did the red object reach the yellow mat?,0,yes,no
361,Did the red object reach the yellow mat?,1,yes,yes
362,Did the red object reach the yellow mat?,0,no,yes
363,Did the red object reach the yellow mat?,0,yes,no
364,Did the red object reach the yellow mat?,1,yes,yes
365,Did the red object reach the yellow mat?,1,yes,yes
366,Did the red object reach the yellow mat?,1,yes,yes
367,Did the red object reach the yellow mat?,0,no,yes
368,Did the red object reach the yellow mat?,0,no,yes
369,Did the red object reach the yellow mat?,0,no,yes
370,Did the red object reach the yellow mat?,1,no,no
371,Did the red object reach the yellow mat?,0,yes,no
372,Did the red object reach the yellow mat?,1,yes,yes
373,Did the red object reach the yellow mat?,1,yes,yes
374,Did the red object reach the yellow mat?,1,yes,yes
375,Did the red object reach the yellow mat?,1,no,no
376,Did the red object reach the yellow mat?,1,no,no
377,Did the red object reach the yellow mat?,1,yes,yes
378,Did the red object reach the yellow mat?,0,no,yes
379,Did the red object reach the yellow mat?,1,yes,yes
380,Did the red object reach the yellow mat?,1,no,no
381,Did the red object reach the yellow mat?,1,no,no
382,Did the red object reach the yellow mat?,0,yes,no
383,Did the red object reach the yellow mat?,1,yes,yes
384,Did the red object reach the yellow mat?,0,yes,no
385,Did the red object reach the yellow mat?,1,yes,yes
386,Did the red object reach the yellow mat?,1,yes,yes
387,Did the red object reach the yellow mat?,1,yes,yes
388,Did the red object reach the yellow mat?,1,yes,yes
389,Did the red object reach the yellow mat?,1,no,no
390,Did the red object reach the yellow mat?,1,no,no
391,Did the red object reach the yellow mat?,1,yes,yes
392,Did the red object reach the yellow mat?,1,yes,yes
393,Did the red object reach the yellow mat?,0,no,yes
394,Did the red object reach the yellow mat?,1,yes,yes
395,Did the red object reach the yellow mat?,1,yes,yes
396,Did the red object reach the yellow mat?,0,no,yes
397,Did the red object reach the yellow mat?,0,no,yes
398,Did the red object reach the yellow mat?,1,no,no
399,Did the red object reach the yellow mat?,0,no,yes
400,Did the red object reach the yellow mat?,0,no,yes
401,Did the red object reach the yellow mat?,0,yes,no
402,Did the red object reach the yellow mat?,0,no,yes
403,Did the red object reach the yellow mat?,1,yes,yes
404,Did the red object reach the yellow mat?,0,no,yes
405,Did the red object reach the yellow mat?,1,no,no
406,Did the red object reach the yellow mat?,1,no,no
407,Did the red object reach the yellow mat?,1,yes,yes
408,Did the red object reach the yellow mat?,1,yes,yes
409,Did the red object reach the yellow mat?,0,yes,no
410,Did the red object reach the yellow mat?,1,yes,yes
411,Did the red object reach the yellow mat?,1,yes,yes
412,Did the red object reach the yellow mat?,0,no,yes
413,Did the red object reach the yellow mat?,1,yes,yes
414,Did the red object reach the yellow mat?,1,yes,yes
415,Did the red object reach the yellow mat?,1,yes,yes
416,Did the red object reach the yellow mat?,1,yes,yes
417,Did the red object reach the yellow mat?,0,no,yes
418,Did the red object reach the yellow mat?,0,no,yes
419,Did the red object reach the yellow mat?,0,no,yes
420,Did the red object reach the yellow mat?,1,no,no
421,Did the red object reach the yellow mat?,0,yes,no
422,Did the red object reach the yellow mat?,1,yes,yes
423,Did the red object reach the yellow mat?,1,yes,yes
424,Did the red object reach the yellow mat?,0,yes,no
425,Did the red object reach the yellow mat?,1,no,no
426,Did the red object reach the yellow mat?,1,no,no
427,Did the red object reach the yellow mat?,1,yes,yes
428,Did the red object reach the yellow mat?,0,no,yes
429,Did the red object reach the yellow mat?,1,yes,yes
430,Did the red object reach the yellow mat?,0,no,yes
431,Did the red object reach the yellow mat?,1,no,no
432,Did the red object reach the yellow mat?,0,yes,no
433,Did the red object reach the yellow mat?,1,yes,yes
434,Did the red object reach the yellow mat?,0,yes,no
435,Did the red object reach the yellow mat?,1,yes,yes
436,Did the red object reach the yellow mat?,1,yes,yes
437,Did the red object reach the yellow mat?,1,yes,yes
438,Did the red object reach the yellow mat?,1,yes,yes
439,Did the red object reach the yellow mat?,1,no,no
440,Did the red object reach the yellow mat?,0,no,yes
441,Did the red object reach the yellow mat?,1,yes,yes
442,Did the red object reach the yellow mat?,1,yes,yes
443,Did the red object reach the yellow mat?,0,no,yes
444,Did the red object reach the yellow mat?,1,yes,yes
445,Did the red object reach the yellow mat?,1,yes,yes
446,Did the red object reach the yellow mat?,0,no,yes
447,Did the red object reach the yellow mat?,0,no,yes
448,Did the red object reach the yellow mat?,1,no,no
449,Did the red object reach the yellow mat?,0,no,yes
450,Did the red object reach the yellow mat?,1,no,no
451,Did the red object reach the yellow mat?,1,yes,yes
452,Did the red object reach the yellow mat?,0,no,yes
453,Did the red object reach the yellow mat?,1,yes,yes
454,Did the red object reach the yellow mat?,0,no,yes
455,Did the red object reach the yellow mat?,1,no,no
456,Did the red object reach the yellow mat?,1,no,no
457,Did the red object reach the yellow mat?,0,yes,no
458,Did the red object reach the yellow mat?,1,yes,yes
459,Did the red object reach the yellow mat?,1,yes,yes
460,Did the red object reach the yellow mat?,1,yes,yes
461,Did the red object reach the yellow mat?,1,yes,yes
462,Did the red object reach the yellow mat?,0,no,yes
463,Did the red object reach the yellow mat?,1,yes,yes
464,Did the red object reach the yellow mat?,1,yes,yes
465,Did the red object reach the yellow mat?,1,yes,yes
466,Did the red object reach the yellow mat?,1,yes,yes
467,Did the red object reach the yellow mat?,1,no,no
468,Did the red object reach the yellow mat?,0,no,yes
469,Did the red object reach the yellow mat?,0,no,yes
470,Did the red object reach the yellow mat?,1,no,no
471,Did the red object reach the yellow mat?,0,yes,no
472,Did the red object reach the yellow mat?,1,yes,yes
473,Did the red object reach the yellow mat?,1,yes,yes
474,Did the red object reach the yellow mat?,0,yes,no
475,Did the red object reach the yellow mat?,1,no,no
476,Did the red object reach the yellow mat?,1,no,no
477,Did the red object reach the yellow mat?,1,yes,yes
478,Did the red object reach the yellow mat?,0,no,yes
479,Did the red object reach the yellow mat?,1,yes,yes
480,Did the red object reach the yellow mat?,0,no,yes
481,Did the red object reach the yellow mat?,1,no,no
482,Did the red object reach the yellow mat?,1,yes,yes
483,Did the red object reach the yellow mat?,1,yes,yes
484,Did the red object reach the yellow mat?,0,yes,no
485,Did the red object reach the yellow mat?,1,yes,yes
486,Did the red object reach the yellow mat?,1,yes,yes
487,Did the red object reach the yellow mat?,1,yes,yes
488,Did the red object reach the yellow mat?,1,yes,yes
489,Did the red object reach the yellow mat?,1,no,no
490,Did the red object reach the yellow mat?,0,no,yes
491,Did the red object reach the yellow mat?,1,yes,yes
492,Did the red object reach the yellow mat?,1,yes,yes
493,Did the red object reach the yellow mat?,0,no,yes
494,Did the red object reach the yellow mat?,0,yes,no
495,Did the red object reach the yellow mat?,1,yes,yes
496,Did the red object reach the yellow mat?,0,no,yes
497,Did the red object reach the yellow mat?,0,no,yes
498,Did the red object reach the yellow mat?,1,no,no
499,Did the red object reach the yellow mat?,0,no,yes
500,Did the red object reach the yellow mat?,1,no,no
501,Did the red object reach the yellow mat?,0,no,yes
502,Did the red object reach the yellow mat?,1,no,no
503,Did the red object reach the yellow mat?,1,no,no
504,Did the red object reach the yellow mat?,1,yes,yes
505,Did the red object reach the yellow mat?,1,no,no
506,Did the red object reach the yellow mat?,1,no,no
507,Did the red object reach the yellow mat?,0,yes,no
508,Did the red object reach the yellow mat?,0,yes,no
509,Did the red object reach the yellow mat?,0,yes,no
510,Did the red object reach the yellow mat?,1,yes,yes
511,Did the red object reach the yellow mat?,0,yes,no
512,Did the red object reach the yellow mat?,0,yes,no
513,Did the red object reach the yellow mat?,1,no,no
514,Did the red object reach the yellow mat?,1,yes,yes
515,Did the red object reach the yellow mat?,0,yes,no
516,Did the red object reach the yellow mat?,1,no,no
517,Did the red object reach the yellow mat?,1,no,no
518,Did the red object reach the yellow mat?,1,no,no
519,Did the red object reach the yellow mat?,0,no,yes
520,Did the red object reach the yellow mat?,1,no,no
521,Did the red object reach the yellow mat?,1,yes,yes
522,Did the red object reach the yellow mat?,0,yes,no
523,Did the red object reach the yellow mat?,1,no,no
524,Did the red object reach the yellow mat?,1,yes,yes
525,Did the red object reach the yellow mat?,1,no,no
526,Did the red object reach the yellow mat?,1,no,no
527,Did the red object reach the yellow mat?,1,no,no
528,Did the red object reach the yellow mat?,1,no,no
529,Did the red object reach the yellow mat?,1,no,no
530,Did the red object reach the yellow mat?,1,yes,yes
531,Did the red object reach the yellow mat?,1,no,no
532,Did the red object reach the yellow mat?,1,no,no
533,Did the red object reach the yellow mat?,1,no,no
534,Did the red object reach the yellow mat?,1,no,no
535,Did the red object reach the yellow mat?,0,no,yes
536,Did the red object reach the yellow mat?,1,no,no
537,Did the red object reach the yellow mat?,0,yes,no
538,Did the red object reach the yellow mat?,1,no,no
539,Did the red object reach the yellow mat?,0,yes,no
540,Did the red object reach the yellow mat?,0,yes,no
541,Did the red object reach the yellow mat?,0,yes,no
542,Did the red object reach the yellow mat?,0,yes,no
543,Did the red object reach the yellow mat?,1,no,no
544,Did the red object reach the yellow mat?,1,no,no
545,Did the red object reach the yellow mat?,1,no,no
546,Did the red object reach the yellow mat?,1,yes,yes
547,Did the red object reach the yellow mat?,0,yes,no
548,Did the red object reach the yellow mat?,1,yes,yes
549,Did the red object reach the yellow mat?,1,no,no
