row_idx,prompt,ground_truth,predicted,correct
136,Did the red object reach the yellow mat?,yes,yes,1
137,Did the red object reach the yellow mat?,no,no,1
138,Did the red object reach the yellow mat?,yes,yes,1
139,Did the red object reach the yellow mat?,no,no,1
140,Did the red object reach the yellow mat?,yes,yes,1
141,Did the red object reach the yellow mat?,yes,yes,1
142,Did the red object reach the yellow mat?,no,no,1
143,Did the red object reach the yellow mat?,yes,yes,1
144,Did the red object reach the yellow mat?,no,no,1
145,Did the red object reach the yellow mat?,no,yes,0
146,Did the red object reach the yellow mat?,yes,yes,1
147,Did the red object reach the yellow mat?,yes,yes,1
148,Did the red object reach the yellow mat?,no,no,1
149,Did the red object reach the yellow mat?,yes,yes,1
150,Did the red object reach the yellow mat?,yes,yes,1
151,Did the red object reach the yellow mat?,yes,yes,1
152,Did the red object reach the yellow mat?,yes,yes,1
153,Did the red object reach the yellow mat?,yes,yes,1
154,Did the red object reach the yellow mat?,yes,no,0
155,Did the red object reach the yellow mat?,no,no,1
156,Did the red object reach the yellow mat?,yes,yes,1
157,Did the red object reach the yellow mat?,yes,yes,1
158,Did the red object reach the yellow mat?,yes,yes,1
159,Did the red object reach the yellow mat?,no,yes,0
160,Did the red object reach the yellow mat?,yes,yes,1
161,Did the red object reach the yellow mat?,yes,yes,1
162,Did the red object reach the yellow mat?,yes,yes,1
163,Did the red object reach the yellow mat?,yes,yes,1
164,Did the red object reach the yellow mat?,yes,yes,1
165,Did the red object reach the yellow mat?,no,yes,0
166,Did the red object reach the yellow mat?,yes,yes,1
167,Did the red object reach the yellow mat?,yes,no,0
168,Did the red object reach the yellow mat?,yes,yes,1
169,Did the red object reach the yellow mat?,yes,yes,1
170,Did the red object reach the yellow mat?,no,no,1
171,Did the red object reach the yellow mat?,yes,yes,1
172,Did the red object reach the yellow mat?,no,yes,0
173,Did the red object reach the yellow mat?,yes,yes,1
174,Did the red object reach the yellow mat?,yes,yes,1
175,Did the red object reach the yellow mat?,yes,yes,1
176,Did the red object reach the yellow mat?,yes,yes,1
177,Did the red object reach the yellow mat?,no,yes,0
178,Did the red object reach the yellow mat?,yes,yes,1
179,Did the red object reach the yellow mat?,yes,yes,1
180,Did the red object reach the yellow mat?,yes,yes,1
181,Did the red object reach the yellow mat?,no,no,1
182,Did the red object reach the yellow mat?,yes,yes,1
183,Did the red object reach the yellow mat?,yes,yes,1
184,Did the red object reach the yellow mat?,no,yes,0
185,Did the red object reach the yellow mat?,no,no,1
186,Did the red object reach the yellow mat?,yes,yes,1
187,Did the red object reach the yellow mat?,yes,yes,1
188,Did the red object reach the yellow mat?,yes,yes,1
189,Did the red object reach the yellow mat?,yes,yes,1
190,Did the red object reach the yellow mat?,yes,yes,1
191,Did the red object reach the yellow mat?,yes,yes,1
192,Did the red object reach the yellow mat?,yes,yes,1
193,Did the red object reach the yellow mat?,yes,yes,1
194,Did the red object reach the yellow mat?,no,no,1
195,Did the red object reach the yellow mat?,no,no,1
196,Did the red object reach the yellow mat?,no,no,1
197,Did the red object reach the yellow mat?,yes,no,0
198,Did the red object reach the yellow mat?,yes,yes,1
199,Did the red object reach the yellow mat?,yes,yes,1
200,Did the red object reach the yellow mat?,yes,yes,1
201,Did the red object reach the yellow mat?,yes,yes,1
202,Did the red object reach the yellow mat?,yes,yes,1
203,Did the red object reach the yellow mat?,yes,no,0
204,Did the red object reach the yellow mat?,no,yes,0
205,Did the red object reach the yellow mat?,yes,yes,1
206,Did the red object reach the yellow mat?,no,no,1
207,Did the red object reach the yellow mat?,yes,no,0
208,Did the red object reach the yellow mat?,yes,no,0
209,Did the red object reach the yellow mat?,yes,yes,1
210,Did the red object reach the yellow mat?,yes,yes,1
211,Did the red object reach the yellow mat?,yes,no,0
212,Did the red object reach the yellow mat?,yes,yes,1
213,Did the red object reach the yellow mat?,no,no,1
214,Did the red object reach the yellow mat?,yes,yes,1
215,Did the red object reach the yellow mat?,yes,yes,1
216,Did the red object reach the yellow mat?,no,no,1
217,Did the red object reach the yellow mat?,no,no,1
218,Did the red object reach the yellow mat?,yes,no,0
219,Did the red object reach the yellow mat?,yes,no,0
220,Did the red object reach the yellow mat?,yes,yes,1
221,Did the red object reach the yellow mat?,yes,yes,1
222,Did the red object reach the yellow mat?,yes,yes,1
223,Did the red object reach the yellow mat?,yes,yes,1
224,Did the red object reach the yellow mat?,yes,yes,1
225,Did the red object reach the yellow mat?,yes,yes,1
226,Did the red object reach the yellow mat?,no,no,1
227,Did the red object reach the yellow mat?,no,no,1
228,Did the red object reach the yellow mat?,no,no,1
229,Did the red object reach the yellow mat?,yes,yes,1
230,Did the red object reach the yellow mat?,no,yes,0
231,Did the red object reach the yellow mat?,yes,yes,1
232,Did the red object reach the yellow mat?,yes,yes,1
233,Did the red object reach the yellow mat?,yes,yes,1
234,Did the red object reach the yellow mat?,yes,yes,1
235,Did the red object reach the yellow mat?,yes,yes,1
236,Did the red object reach the yellow mat?,yes,yes,1
237,Did the red object reach the yellow mat?,yes,yes,1
238,Did the red object reach the yellow mat?,yes,yes,1
239,Did the red object reach the yellow mat?,no,no,1
240,Did the red object reach the yellow mat?,yes,yes,1
241,Did the red object reach the yellow mat?,no,no,1
242,Did the red object reach the yellow mat?,yes,yes,1
243,Did the red object reach the yellow mat?,yes,yes,1
244,Did the red object reach the yellow mat?,yes,yes,1
245,Did the red object reach the yellow mat?,yes,yes,1
246,Did the red object reach the yellow mat?,yes,no,0
247,Did the red object reach the yellow mat?,no,no,1
248,Did the red object reach the yellow mat?,no,no,1
249,Did the red object reach the yellow mat?,yes,yes,1
250,Did the red object reach the yellow mat?,no,no,1
251,Did the red object reach the yellow mat?,yes,yes,1
252,Did the red object reach the yellow mat?,no,no,1
253,Did the red object reach the yellow mat?,yes,yes,1
254,Did the red object reach the yellow mat?,yes,yes,1
255,Did the red object reach the yellow mat?,no,no,1
256,Did the red object reach the yellow mat?,yes,no,0
257,Did the red object reach the yellow mat?,yes,yes,1
258,Did the red object reach the yellow mat?,no,yes,0
259,Did the red object reach the yellow mat?,yes,yes,1
260,Did the red object reach the yellow mat?,yes,no,0
261,Did the red object reach the yellow mat?,yes,yes,1
262,Did the red object reach the yellow mat?,yes,yes,1
263,Did the red object reach the yellow mat?,yes,yes,1
264,Did the red object reach the yellow mat?,yes,yes,1
265,Did the red object reach the yellow mat?,yes,yes,1
266,Did the red object reach the yellow mat?,no,no,1
267,Did the red object reach the yellow mat?,yes,yes,1
268,Did the red object reach the yellow mat?,no,no,1
269,Did the red object reach the yellow mat?,yes,yes,1
270,Did the red object reach the yellow mat?,no,no,1
271,Did the red object reach the yellow mat?,yes,no,0
272,Did the red object reach the yellow mat?,no,no,1
273,Did the red object reach the yellow mat?,yes,yes,1
274,Did the red object reach the yellow mat?,yes,yes,1
275,Did the red object reach the yellow mat?,yes,yes,1
276,Did the red object reach the yellow mat?,yes,yes,1
277,Did the red object reach the yellow mat?,no,yes,0
278,Did the red object reach the yellow mat?,yes,yes,1
279,Did the red object reach the yellow mat?,yes,yes,1
280,Did the red object reach the yellow mat?,yes,yes,1
281,Did the red object reach the yellow mat?,yes,yes,1
282,Did the red object reach the yellow mat?,no,yes,0
283,Did the red object reach the yellow mat?,yes,yes,1
284,Did the red object reach the yellow mat?,no,no,1
285,Did the red object reach the yellow mat?,no,no,1
286,Did the red object reach the yellow mat?,yes,yes,1
287,Did the red object reach the yellow mat?,yes,yes,1
288,Did the red object reach the yellow mat?,yes,yes,1
289,Did the red object reach the yellow mat?,yes,yes,1
290,Did the red object reach the yellow mat?,no,no,1
291,Did the red object reach the yellow mat?,no,no,1
292,Did the red object reach the yellow mat?,yes,yes,1
293,Did the red object reach the yellow mat?,yes,yes,1
294,Did the red object reach the yellow mat?,no,no,1
295,Did the red object reach the yellow mat?,no,no,1
296,Did the red object reach the yellow mat?,yes,yes,1
297,Did the red object reach the yellow mat?,yes,yes,1
298,Did the red object reach the yellow mat?,yes,yes,1
299,Did the red object reach the yellow mat?,no,no,1
300,Did the red object reach the yellow mat?,no,no,1
301,Did the red object reach the yellow mat?,no,no,1
302,Did the red object reach the yellow mat?,no,no,1
303,Did the red object reach the yellow mat?,no,no,1
304,Did the red object reach the yellow mat?,no,no,1
305,Did the red object reach the yellow mat?,no,no,1
306,Did the red object reach the yellow mat?,no,no,1
307,Did the red object reach the yellow mat?,no,no,1
308,Did the red object reach the yellow mat?,yes,yes,1
309,Did the red object reach the yellow mat?,yes,yes,1
310,Did the red object reach the yellow mat?,yes,yes,1
311,Did the red object reach the yellow mat?,no,no,1
312,Did the red object reach the yellow mat?,yes,no,0
313,Did the red object reach the yellow mat?,yes,yes,1
314,Did the red object reach the yellow mat?,no,yes,0
315,Did the red object reach the yellow mat?,yes,yes,1
316,Did the red object reach the yellow mat?,no,no,1
317,Did the red object reach the yellow mat?,yes,yes,1
318,Did the red object reach the yellow mat?,no,no,1
319,Did the red object reach the yellow mat?,yes,yes,1
320,Did the red object reach the yellow mat?,yes,yes,1
321,Did the red object reach the yellow mat?,no,no,1
322,Did the red object reach the yellow mat?,yes,yes,1
323,Did the red object reach the yellow mat?,yes,yes,1
324,Did the red object reach the yellow mat?,no,no,1
325,Did the red object reach the yellow mat?,no,no,1
326,Did the red object reach the yellow mat?,no,no,1
327,Did the red object reach the yellow mat?,no,no,1
328,Did the red object reach the yellow mat?,yes,no,0
329,Did the red object reach the yellow mat?,no,no,1
330,Did the red object reach the yellow mat?,yes,yes,1
331,Did the red object reach the yellow mat?,yes,yes,1
332,Did the red object reach the yellow mat?,yes,yes,1
333,Did the red object reach the yellow mat?,yes,no,0
334,Did the red object reach the yellow mat?,no,no,1
335,Did the red object reach the yellow mat?,yes,yes,1
336,Did the red object reach the yellow mat?,yes,yes,1
337,Did the red object reach the yellow mat?,no,no,1
338,Did the red object reach the yellow mat?,yes,no,0
339,Did the red object reach the yellow mat?,no,no,1
340,Did the red object reach the yellow mat?,no,no,1
341,Did the red object reach the yellow mat?,no,no,1
342,Did the red object reach the yellow mat?,no,no,1
343,Did the red object reach the yellow mat?,yes,yes,1
344,Did the red object reach the yellow mat?,no,no,1
345,Did the red object reach the yellow mat?,yes,yes,1
346,Did the red object reach the yellow mat?,no,no,1
347,Did the red object reach the yellow mat?,no,yes,0
348,Did the red object reach the yellow mat?,yes,yes,1
349,Did the red object reach the yellow mat?,yes,yes,1
350,Did the red object reach the yellow mat?,yes,yes,1
351,Did the red object reach the yellow mat?,no,no,1
352,Did the red object reach the yellow mat?,no,no,1
353,Did the red object reach the yellow mat?,yes,no,0
354,Did the red object reach the yellow mat?,no,no,1
355,Did the red object reach the yellow mat?,no,no,1
356,Did the red object reach the yellow mat?,yes,yes,1
357,Did the red object reach the yellow mat?,no,no,1
358,Did the red object reach the yellow mat?,no,no,1
359,Did the red object reach the yellow mat?,no,no,1
360,Did the red object reach the yellow mat?,yes,yes,1
361,Did the red object reach the yellow mat?,no,no,1
362,Did the red object reach the yellow mat?,yes,yes,1
363,Did the red object reach the yellow mat?,no,no,1
364,Did the red object reach the yellow mat?,no,no,1
365,Did the red object reach the yellow mat?,yes,yes,1
366,Did the red object reach the yellow mat?,yes,yes,1
367,Did the red object reach the yellow mat?,yes,yes,1
368,Did the red object reach the yellow mat?,yes,yes,1
369,Did the red object reach the yellow mat?,no,no,1
370,Did the red object reach the yellow mat?,yes,no,0
371,Did the red object reach the yellow mat?,no,no,1
372,Did the red object reach the yellow mat?,no,no,1
373,Did the red object reach the yellow mat?,yes,yes,1
374,Did the red object reach the yellow mat?,no,no,1
375,Did the red object reach the yellow mat?,yes,yes,1
376,Did the red object reach the yellow mat?,yes,yes,1
377,Did the red object reach the yellow mat?,no,no,1
378,Did the red object reach the yellow mat?,no,no,1
379,Did the red object reach the yellow mat?,no,no,1
380,Did the red object reach the yellow mat?,no,no,1
381,Did the red object reach the yellow mat?,no,no,1
382,Did the red object reach the yellow mat?,yes,yes,1
383,Did the red object reach the yellow mat?,no,yes,0
384,Did the red object reach the yellow mat?,no,no,1
385,Did the red object reach the yellow mat?,no,no,1
386,Did the red object reach the yellow mat?,yes,yes,1
387,Did the red object reach the yellow mat?,yes,yes,1
388,Did the red object reach the yellow mat?,yes,yes,1
389,Did the red object reach the yellow mat?,yes,yes,1
390,Did the red object reach the yellow mat?,no,no,1
391,Did the red object reach the yellow mat?,yes,yes,1
392,Did the red object reach the yellow mat?,yes,yes,1
393,Did the red object reach the yellow mat?,no,yes,0
394,Did the red object reach the yellow mat?,no,no,1
395,Did the red object reach the yellow mat?,yes,yes,1
396,Did the red object reach the yellow mat?,yes,yes,1
397,Did the red object reach the yellow mat?,no,no,1
398,Did the red object reach the yellow mat?,yes,no,0
399,Did the red object reach the yellow mat?,no,no,1
400,Did the red object reach the yellow mat?,no,no,1
401,Did the red object reach the yellow mat?,yes,yes,1
402,Did the red object reach the yellow mat?,no,no,1
403,Did the red object reach the yellow mat?,yes,yes,1
404,Did the red object reach the yellow mat?,yes,yes,1
405,Did the red object reach the yellow mat?,yes,no,0
406,Did the red object reach the yellow mat?,yes,yes,1
407,Did the red object reach the yellow mat?,no,no,1
408,Did the red object reach the yellow mat?,yes,yes,1
409,Did the red object reach the yellow mat?,yes,yes,1
410,Did the red object reach the yellow mat?,no,no,1
411,Did the red object reach the yellow mat?,yes,yes,1
412,Did the red object reach the yellow mat?,no,no,1
413,Did the red object reach the yellow mat?,yes,yes,1
414,Did the red object reach the yellow mat?,yes,yes,1
415,Did the red object reach the yellow mat?,yes,yes,1
416,Did the red object reach the yellow mat?,yes,yes,1
417,Did the red object reach the yellow mat?,no,no,1
418,Did the red object reach the yellow mat?,yes,yes,1
419,Did the red object reach the yellow mat?,no,no,1
420,Did the red object reach the yellow mat?,no,no,1
421,Did the red object reach the yellow mat?,no,no,1
422,Did the red object reach the yellow mat?,no,no,1
423,Did the red object reach the yellow mat?,no,no,1
424,Did the red object reach the yellow mat?,yes,no,0
425,Did the red object reach the yellow mat?,yes,yes,1
