row_idx,prompt,ground_truth,predicted,correct
88,Did the red domino fall on the yellow mat?,no,no,1
89,Did the red domino fall on the yellow mat?,no,no,1
90,Did the red domino fall on the yellow mat?,no,no,1
91,Did the red domino fall on the yellow mat?,yes,yes,1
92,Did the red domino fall on the yellow mat?,no,no,1
93,Did the red domino fall on the yellow mat?,yes,yes,1
94,Did the red domino fall on the yellow mat?,no,no,1
95,Did the red domino fall on the yellow mat?,yes,yes,1
96,Did the red domino fall on the yellow mat?,no,no,1
97,Did the red domino fall on the yellow mat?,no,no,1
98,Did the red domino fall on the yellow mat?,yes,yes,1
99,Did the red domino fall on the yellow mat?,no,yes,0
100,Did the red domino fall on the yellow mat?,no,no,1
101,Did the red domino fall on the yellow mat?,no,no,1
102,Did the red domino fall on the yellow mat?,no,no,1
103,Did the red domino fall on the yellow mat?,yes,yes,1
104,Did the red domino fall on the yellow mat?,yes,yes,1
105,Did the red domino fall on the yellow mat?,yes,yes,1
106,Did the red domino fall on the yellow mat?,no,no,1
107,Did the red domino fall on the yellow mat?,no,no,1
108,Did the red domino fall on the yellow mat?,yes,yes,1
109,Did the red domino fall on the yellow mat?,no,no,1
110,Did the red domino fall on the yellow mat?,no,no,1
111,Did the red domino fall on the yellow mat?,no,yes,0
112,Did the red domino fall on the yellow mat?,yes,yes,1
113,Did the red domino fall on the yellow mat?,yes,yes,1
114,Did the red domino fall on the yellow mat?,no,no,1
115,Did the red domino fall on the yellow mat?,yes,yes,1
116,Did the red domino fall on the yellow mat?,no,yes,0
117,Did the red domino fall on the yellow mat?,yes,yes,1
118,Did the red domino fall on the yellow mat?,no,yes,0
119,Did the red domino fall on the yellow mat?,no,no,1
120,Did the red domino fall on the yellow mat?,yes,yes,1
121,Did the red domino fall on the yellow mat?,yes,yes,1
122,Did the red domino fall on the yellow mat?,yes,yes,1
123,Did the red domino fall on the yellow mat?,no,no,1
124,Did the red domino fall on the yellow mat?,yes,yes,1
125,Did the red domino fall on the yellow mat?,no,no,1
126,Did the red domino fall on the yellow mat?,no,no,1
127,Did the red domino fall on the yellow mat?,yes,yes,1
128,Did the red domino fall on the yellow mat?,no,no,1
129,Did the red domino fall on the yellow mat?,no,no,1
130,Did the red domino fall on the yellow mat?,yes,yes,1
131,Did the red domino fall on the yellow mat?,no,no,1
132,Did the red domino fall on the yellow mat?,yes,yes,1
133,Did the red domino fall on the yellow mat?,yes,yes,1
134,Did the red domino fall on the yellow mat?,no,no,1
135,Did the red domino fall on the yellow mat?,yes,yes,1
136,Did the red domino fall on the yellow mat?,yes,yes,1
137,Did the red domino fall on the yellow mat?,yes,yes,1
138,Did the red domino fall on the yellow mat?,yes,yes,1
139,Did the red domino fall on the yellow mat?,no,no,1
140,Did the red domino fall on the yellow mat?,yes,yes,1
141,Did the red domino fall on the yellow mat?,yes,yes,1
142,Did the red domino fall on the yellow mat?,no,no,1
143,Did the red domino fall on the yellow mat?,yes,yes,1
144,Did the red domino fall on the yellow mat?,no,yes,0
145,Did the red domino fall on the yellow mat?,no,no,1
146,Did the red domino fall on the yellow mat?,no,no,1
147,Did the red domino fall on the yellow mat?,no,no,1
148,Did the red domino fall on the yellow mat?,no,yes,0
149,Did the red domino fall on the yellow mat?,yes,yes,1
150,Did the red domino fall on the yellow mat?,yes,yes,1
151,Did the red domino fall on the yellow mat?,no,no,1
152,Did the red domino fall on the yellow mat?,yes,yes,1
153,Did the red domino fall on the yellow mat?,no,yes,0
154,Did the red domino fall on the yellow mat?,no,no,1
155,Did the red domino fall on the yellow mat?,no,no,1
156,Did the red domino fall on the yellow mat?,yes,yes,1
157,Did the red domino fall on the yellow mat?,yes,yes,1
158,Did the red domino fall on the yellow mat?,no,no,1
159,Did the red domino fall on the yellow mat?,yes,yes,1
160,Did the red domino fall on the yellow mat?,yes,yes,1
161,Did the red domino fall on the yellow mat?,no,yes,0
162,Did the red domino fall on the yellow mat?,yes,yes,1
163,Did the red domino fall on the yellow mat?,no,no,1
164,Did the red domino fall on the yellow mat?,no,no,1
165,Did the red domino fall on the yellow mat?,yes,yes,1
166,Did the red domino fall on the yellow mat?,no,no,1
167,Did the red domino fall on the yellow mat?,no,no,1
168,Did the red domino fall on the yellow mat?,yes,yes,1
169,Did the red domino fall on the yellow mat?,no,no,1
170,Did the red domino fall on the yellow mat?,no,no,1
171,Did the red domino fall on the yellow mat?,yes,yes,1
172,Did the red domino fall on the yellow mat?,yes,yes,1
173,Did the red domino fall on the yellow mat?,yes,yes,1
174,Did the red domino fall on the yellow mat?,no,no,1
175,Did the red domino fall on the yellow mat?,no,no,1
176,Did the red domino fall on the yellow mat?,yes,yes,1
177,Did the red domino fall on the yellow mat?,no,no,1
178,Did the red domino fall on the yellow mat?,no,no,1
179,Did the red domino fall on the yellow mat?,yes,yes,1
180,Did the red domino fall on the yellow mat?,no,no,1
181,Did the red domino fall on the yellow mat?,yes,yes,1
182,Did the red domino fall on the yellow mat?,no,yes,0
183,Did the red domino fall on the yellow mat?,yes,yes,1
184,Did the red domino fall on the yellow mat?,no,no,1
185,Did the red domino fall on the yellow mat?,yes,yes,1
186,Did the red domino fall on the yellow mat?,yes,yes,1
187,Did the red domino fall on the yellow mat?,no,no,1
188,Did the red domino fall on the yellow mat?,yes,yes,1
189,Did the red domino fall on the yellow mat?,no,no,1
190,Did the red domino fall on the yellow mat?,yes,yes,1
191,Did the red domino fall on the yellow mat?,yes,yes,1
192,Did the red domino fall on the yellow mat?,no,no,1
193,Did the red domino fall on the yellow mat?,yes,yes,1
194,Did the red domino fall on the yellow mat?,no,no,1
195,Did the red domino fall on the yellow mat?,yes,yes,1
196,Did the red domino fall on the yellow mat?,yes,yes,1
197,Did the red domino fall on the yellow mat?,no,no,1
198,Did the red domino fall on the yellow mat?,yes,no,0
199,Did the red domino fall on the yellow mat?,no,no,1
200,Did the red domino fall on the yellow mat?,yes,yes,1
201,Did the red domino fall on the yellow mat?,yes,yes,1
202,Did the red domino fall on the yellow mat?,yes,yes,1
203,Did the red domino fall on the yellow mat?,no,no,1
204,Did the red domino fall on the yellow mat?,no,no,1
205,Did the red domino fall on the yellow mat?,no,no,1
206,Did the red domino fall on the yellow mat?,yes,yes,1
207,Did the red domino fall on the yellow mat?,no,no,1
208,Did the red domino fall on the yellow mat?,no,no,1
209,Did the red domino fall on the yellow mat?,no,no,1
210,Did the red domino fall on the yellow mat?,no,no,1
211,Did the red domino fall on the yellow mat?,yes,yes,1
212,Did the red domino fall on the yellow mat?,yes,yes,1
213,Did the red domino fall on the yellow mat?,yes,yes,1
214,Did the red domino fall on the yellow mat?,no,no,1
215,Did the red domino fall on the yellow mat?,no,no,1
216,Did the red domino fall on the yellow mat?,yes,yes,1
217,Did the red domino fall on the yellow mat?,no,no,1
218,Did the red domino fall on the yellow mat?,no,no,1
219,Did the red domino fall on the yellow mat?,no,no,1
220,Did the red domino fall on the yellow mat?,yes,yes,1
221,Did the red domino fall on the yellow mat?,yes,yes,1
222,Did the red domino fall on the yellow mat?,no,no,1
223,Did the red domino fall on the yellow mat?,yes,yes,1
224,Did the red domino fall on the yellow mat?,no,yes,0
225,Did the red domino fall on the yellow mat?,yes,yes,1
226,Did the red domino fall on the yellow mat?,no,yes,0
227,Did the red domino fall on the yellow mat?,no,no,1
228,Did the red domino fall on the yellow mat?,yes,yes,1
229,Did the red domino fall on the yellow mat?,yes,yes,1
230,Did the red domino fall on the yellow mat?,yes,yes,1
231,Did the red domino fall on the yellow mat?,no,no,1
232,Did the red domino fall on the yellow mat?,yes,yes,1
233,Did the red domino fall on the yellow mat?,no,no,1
234,Did the red domino fall on the yellow mat?,no,no,1
235,Did the red domino fall on the yellow mat?,yes,yes,1
236,Did the red domino fall on the yellow mat?,no,yes,0
237,Did the red domino fall on the yellow mat?,no,no,1
238,Did the red domino fall on the yellow mat?,yes,yes,1
239,Did the red domino fall on the yellow mat?,no,no,1
240,Did the red domino fall on the yellow mat?,yes,yes,1
241,Did the red domino fall on the yellow mat?,no,no,1
242,Did the red domino fall on the yellow mat?,no,no,1
243,Did the red domino fall on the yellow mat?,yes,yes,1
244,Did the red domino fall on the yellow mat?,yes,yes,1
245,Did the red domino fall on the yellow mat?,yes,yes,1
246,Did the red domino fall on the yellow mat?,yes,yes,1
247,Did the red domino fall on the yellow mat?,no,no,1
248,Did the red domino fall on the yellow mat?,yes,yes,1
249,Did the red domino fall on the yellow mat?,yes,yes,1
250,Did the red domino fall on the yellow mat?,no,no,1
251,Did the red domino fall on the yellow mat?,yes,yes,1
252,Did the red domino fall on the yellow mat?,yes,yes,1
253,Did the red domino fall on the yellow mat?,no,no,1
254,Did the red domino fall on the yellow mat?,no,yes,0
255,Did the red domino fall on the yellow mat?,no,no,1
256,Did the red domino fall on the yellow mat?,no,no,1
257,Did the red domino fall on the yellow mat?,yes,yes,1
258,Did the red domino fall on the yellow mat?,yes,yes,1
259,Did the red domino fall on the yellow mat?,no,no,1
260,Did the red domino fall on the yellow mat?,yes,yes,1
261,Did the red domino fall on the yellow mat?,no,yes,0
262,Did the red domino fall on the yellow mat?,no,no,1
263,Did the red domino fall on the yellow mat?,no,no,1
264,Did the red domino fall on the yellow mat?,yes,yes,1
265,Did the red domino fall on the yellow mat?,yes,yes,1
266,Did the red domino fall on the yellow mat?,no,no,1
267,Did the red domino fall on the yellow mat?,yes,yes,1
268,Did the red domino fall on the yellow mat?,yes,yes,1
269,Did the red domino fall on the yellow mat?,no,yes,0
270,Did the red domino fall on the yellow mat?,yes,yes,1
271,Did the red domino fall on the yellow mat?,no,no,1
272,Did the red domino fall on the yellow mat?,no,no,1
273,Did the red domino fall on the yellow mat?,yes,yes,1
274,Did the red domino fall on the yellow mat?,no,no,1
275,Did the red domino fall on the yellow mat?,no,no,1
276,Did the red domino fall on the yellow mat?,yes,yes,1
277,Did the red domino fall on the yellow mat?,no,no,1
278,Did the red domino fall on the yellow mat?,no,no,1
279,Did the red domino fall on the yellow mat?,yes,yes,1
280,Did the red domino fall on the yellow mat?,yes,yes,1
281,Did the red domino fall on the yellow mat?,yes,yes,1
282,Did the red domino fall on the yellow mat?,no,no,1
283,Did the red domino fall on the yellow mat?,no,no,1
284,Did the red domino fall on the yellow mat?,yes,yes,1
285,Did the red domino fall on the yellow mat?,no,no,1
286,Did the red domino fall on the yellow mat?,no,no,1
287,Did the red domino fall on the yellow mat?,yes,yes,1
288,Did the red domino fall on the yellow mat?,no,no,1
289,Did the red domino fall on the yellow mat?,yes,yes,1
290,Did the red domino fall on the yellow mat?,no,no,1
291,Did the red domino fall on the yellow mat?,yes,yes,1
292,Did the red domino fall on the yellow mat?,no,no,1
293,Did the red domino fall on the yellow mat?,yes,yes,1
294,Did the red domino fall on the yellow mat?,yes,yes,1
295,Did the red domino fall on the yellow mat?,no,no,1
296,Did the red domino fall on the yellow mat?,yes,yes,1
297,Did the red domino fall on the yellow mat?,no,no,1
298,Did the red domino fall on the yellow mat?,no,no,1
299,Did the red domino fall on the yellow mat?,yes,yes,1
300,Did the red domino fall on the yellow mat?,no,no,1
301,Did the red domino fall on the yellow mat?,yes,yes,1
302,Did the red domino fall on the yellow mat?,no,no,1
303,Did the red domino fall on the yellow mat?,yes,yes,1
304,Did the red domino fall on the yellow mat?,yes,yes,1
305,Did the red domino fall on the yellow mat?,no,no,1
306,Did the red domino fall on the yellow mat?,yes,yes,1
307,Did the red domino fall on the yellow mat?,no,yes,0
308,Did the red domino fall on the yellow mat?,yes,yes,1
309,Did the red domino fall on the yellow mat?,yes,yes,1
310,Did the red domino fall on the yellow mat?,yes,yes,1
311,Did the red domino fall on the yellow mat?,no,no,1
312,Did the red domino fall on the yellow mat?,no,no,1
313,Did the red domino fall on the yellow mat?,no,no,1
314,Did the red domino fall on the yellow mat?,yes,yes,1
315,Did the red domino fall on the yellow mat?,no,no,1
316,Did the red domino fall on the yellow mat?,no,no,1
317,Did the red domino fall on the yellow mat?,yes,yes,1
318,Did the red domino fall on the yellow mat?,yes,yes,1
319,Did the red domino fall on the yellow mat?,yes,yes,1
320,Did the red domino fall on the yellow mat?,yes,yes,1
321,Did the red domino fall on the yellow mat?,yes,yes,1
322,Did the red domino fall on the yellow mat?,no,no,1
323,Did the red domino fall on the yellow mat?,no,no,1
324,Did the red domino fall on the yellow mat?,yes,yes,1
325,Did the red domino fall on the yellow mat?,yes,yes,1
326,Did the red domino fall on the yellow mat?,no,no,1
327,Did the red domino fall on the yellow mat?,no,yes,0
328,Did the red domino fall on the yellow mat?,yes,yes,1
329,Did the red domino fall on the yellow mat?,yes,yes,1
330,Did the red domino fall on the yellow mat?,no,no,1
331,Did the red domino fall on the yellow mat?,yes,yes,1
332,Did the red domino fall on the yellow mat?,yes,yes,1
333,Did the red domino fall on the yellow mat?,no,no,1
334,Did the red domino fall on the yellow mat?,yes,yes,1
335,Did the red domino fall on the yellow mat?,yes,yes,1
336,Did the red domino fall on the yellow mat?,yes,yes,1
337,Did the red domino fall on the yellow mat?,yes,yes,1
338,Did the red domino fall on the yellow mat?,yes,yes,1
339,Did the red domino fall on the yellow mat?,no,no,1
340,Did the red domino fall on the yellow mat?,yes,yes,1
341,Did the red domino fall on the yellow mat?,no,no,1
342,Did the red domino fall on the yellow mat?,no,no,1
343,Did the red domino fall on the yellow mat?,no,no,1
344,Did the red domino fall on the yellow mat?,yes,no,0
345,Did the red domino fall on the yellow mat?,yes,yes,1
346,Did the red domino fall on the yellow mat?,yes,yes,1
347,Did the red domino fall on the yellow mat?,yes,yes,1
348,Did the red domino fall on the yellow mat?,yes,yes,1
349,Did the red domino fall on the yellow mat?,yes,no,0
350,Did the red domino fall on the yellow mat?,yes,yes,1
351,Did the red domino fall on the yellow mat?,yes,yes,1
352,Did the red domino fall on the yellow mat?,yes,yes,1
353,Did the red domino fall on the yellow mat?,yes,yes,1
354,Did the red domino fall on the yellow mat?,no,yes,0
355,Did the red domino fall on the yellow mat?,no,no,1
356,Did the red domino fall on the yellow mat?,yes,yes,1
357,Did the red domino fall on the yellow mat?,yes,yes,1
358,Did the red domino fall on the yellow mat?,no,no,1
359,Did the red domino fall on the yellow mat?,yes,yes,1
360,Did the red domino fall on the yellow mat?,yes,yes,1
361,Did the red domino fall on the yellow mat?,no,no,1
362,Did the red domino fall on the yellow mat?,yes,yes,1
363,Did the red domino fall on the yellow mat?,no,no,1
364,Did the red domino fall on the yellow mat?,yes,yes,1
365,Did the red domino fall on the yellow mat?,yes,yes,1
366,Did the red domino fall on the yellow mat?,yes,yes,1
367,Did the red domino fall on the yellow mat?,yes,yes,1
368,Did the red domino fall on the yellow mat?,yes,yes,1
369,Did the red domino fall on the yellow mat?,no,yes,0
370,Did the red domino fall on the yellow mat?,yes,yes,1
371,Did the red domino fall on the yellow mat?,no,no,1
372,Did the red domino fall on the yellow mat?,yes,yes,1
373,Did the red domino fall on the yellow mat?,yes,yes,1
374,Did the red domino fall on the yellow mat?,no,yes,0
375,Did the red domino fall on the yellow mat?,yes,yes,1
376,Did the red domino fall on the yellow mat?,yes,yes,1
377,Did the red domino fall on the yellow mat?,yes,yes,1
378,Did the red domino fall on the yellow mat?,no,no,1
379,Did the red domino fall on the yellow mat?,yes,yes,1
380,Did the red domino fall on the yellow mat?,yes,yes,1
381,Did the red domino fall on the yellow mat?,yes,yes,1
382,Did the red domino fall on the yellow mat?,no,no,1
383,Did the red domino fall on the yellow mat?,yes,yes,1
384,Did the red domino fall on the yellow mat?,yes,yes,1
385,Did the red domino fall on the yellow mat?,no,no,1
386,Did the red domino fall on the yellow mat?,yes,yes,1
387,Did the red domino fall on the yellow mat?,yes,yes,1
388,Did the red domino fall on the yellow mat?,yes,yes,1
389,Did the red domino fall on the yellow mat?,no,no,1
390,Did the red domino fall on the yellow mat?,yes,yes,1
391,Did the red domino fall on the yellow mat?,no,no,1
392,Did the red domino fall on the yellow mat?,yes,yes,1
393,Did the red domino fall on the yellow mat?,no,no,1
394,Did the red domino fall on the yellow mat?,yes,yes,1
395,Did the red domino fall on the yellow mat?,yes,yes,1
396,Did the red domino fall on the yellow mat?,yes,yes,1
397,Did the red domino fall on the yellow mat?,yes,yes,1
398,Did the red domino fall on the yellow mat?,yes,yes,1
399,Did the red domino fall on the yellow mat?,yes,yes,1
400,Did the red domino fall on the yellow mat?,yes,yes,1
401,Did the red domino fall on the yellow mat?,yes,yes,1
402,Did the red domino fall on the yellow mat?,yes,yes,1
403,Did the red domino fall on the yellow mat?,yes,yes,1
404,Did the red domino fall on the yellow mat?,yes,yes,1
405,Did the red domino fall on the yellow mat?,no,no,1
406,Did the red domino fall on the yellow mat?,yes,yes,1
407,Did the red domino fall on the yellow mat?,yes,yes,1
408,Did the red domino fall on the yellow mat?,yes,yes,1
409,Did the red domino fall on the yellow mat?,no,yes,0
410,Did the red domino fall on the yellow mat?,no,no,1
411,Did the red domino fall on the yellow mat?,no,yes,0
412,Did the red domino fall on the yellow mat?,yes,yes,1
413,Did the red domino fall on the yellow mat?,yes,yes,1
414,Did the red domino fall on the yellow mat?,no,yes,0
415,Did the red domino fall on the yellow mat?,no,no,1
416,Did the red domino fall on the yellow mat?,no,no,1
417,Did the red domino fall on the yellow mat?,yes,yes,1
418,Did the red domino fall on the yellow mat?,yes,yes,1
419,Did the red domino fall on the yellow mat?,yes,yes,1
420,Did the red domino fall on the yellow mat?,no,no,1
421,Did the red domino fall on the yellow mat?,yes,yes,1
422,Did the red domino fall on the yellow mat?,yes,no,0
423,Did the red domino fall on the yellow mat?,no,yes,0
424,Did the red domino fall on the yellow mat?,no,no,1
425,Did the red domino fall on the yellow mat?,yes,yes,1
426,Did the red domino fall on the yellow mat?,yes,yes,1
427,Did the red domino fall on the yellow mat?,yes,yes,1
428,Did the red domino fall on the yellow mat?,yes,yes,1
429,Did the red domino fall on the yellow mat?,yes,yes,1
430,Did the red domino fall on the yellow mat?,no,no,1
431,Did the red domino fall on the yellow mat?,no,no,1
432,Did the red domino fall on the yellow mat?,yes,yes,1
433,Did the red domino fall on the yellow mat?,yes,yes,1
434,Did the red domino fall on the yellow mat?,no,no,1
435,Did the red domino fall on the yellow mat?,no,yes,0
436,Did the red domino fall on the yellow mat?,yes,yes,1
437,Did the red domino fall on the yellow mat?,yes,yes,1
438,Did the red domino fall on the yellow mat?,no,no,1
439,Did the red domino fall on the yellow mat?,yes,yes,1
440,Did the red domino fall on the yellow mat?,yes,yes,1
441,Did the red domino fall on the yellow mat?,no,no,1
442,Did the red domino fall on the yellow mat?,yes,yes,1
443,Did the red domino fall on the yellow mat?,yes,yes,1
444,Did the red domino fall on the yellow mat?,yes,yes,1
445,Did the red domino fall on the yellow mat?,yes,yes,1
446,Did the red domino fall on the yellow mat?,yes,yes,1
447,Did the red domino fall on the yellow mat?,no,yes,0
448,Did the red domino fall on the yellow mat?,yes,yes,1
449,Did the red domino fall on the yellow mat?,no,no,1
450,Did the red domino fall on the yellow mat?,no,no,1
451,Did the red domino fall on the yellow mat?,no,no,1
452,Did the red domino fall on the yellow mat?,yes,no,0
453,Did the red domino fall on the yellow mat?,yes,yes,1
454,Did the red domino fall on the yellow mat?,yes,yes,1
455,Did the red domino fall on the yellow mat?,yes,yes,1
456,Did the red domino fall on the yellow mat?,yes,yes,1
457,Did the red domino fall on the yellow mat?,yes,no,0
458,Did the red domino fall on the yellow mat?,yes,yes,1
459,Did the red domino fall on the yellow mat?,yes,yes,1
460,Did the red domino fall on the yellow mat?,yes,yes,1
461,Did the red domino fall on the yellow mat?,yes,yes,1
462,Did the red domino fall on the yellow mat?,no,yes,0
463,Did the red domino fall on the yellow mat?,no,no,1
464,Did the red domino fall on the yellow mat?,yes,yes,1
465,Did the red domino fall on the yellow mat?,yes,yes,1
466,Did the red domino fall on the yellow mat?,no,yes,0
467,Did the red domino fall on the yellow mat?,yes,yes,1
468,Did the red domino fall on the yellow mat?,yes,yes,1
469,Did the red domino fall on the yellow mat?,no,no,1
470,Did the red domino fall on the yellow mat?,yes,yes,1
471,Did the red domino fall on the yellow mat?,no,no,1
472,Did the red domino fall on the yellow mat?,yes,yes,1
473,Did the red domino fall on the yellow mat?,yes,yes,1
474,Did the red domino fall on the yellow mat?,yes,yes,1
475,Did the red domino fall on the yellow mat?,yes,yes,1
476,Did the red domino fall on the yellow mat?,yes,yes,1
477,Did the red domino fall on the yellow mat?,no,yes,0
478,Did the red domino fall on the yellow mat?,yes,yes,1
479,Did the red domino fall on the yellow mat?,no,no,1
480,Did the red domino fall on the yellow mat?,yes,yes,1
481,Did the red domino fall on the yellow mat?,yes,yes,1
482,Did the red domino fall on the yellow mat?,no,yes,0
483,Did the red domino fall on the yellow mat?,yes,yes,1
484,Did the red domino fall on the yellow mat?,yes,yes,1
485,Did the red domino fall on the yellow mat?,yes,yes,1
486,Did the red domino fall on the yellow mat?,no,no,1
487,Did the red domino fall on the yellow mat?,yes,yes,1
488,Did the red domino fall on the yellow mat?,yes,yes,1
489,Did the red domino fall on the yellow mat?,yes,yes,1
490,Did the red domino fall on the yellow mat?,no,no,1
491,Did the red domino fall on the yellow mat?,yes,yes,1
492,Did the red domino fall on the yellow mat?,yes,yes,1
493,Did the red domino fall on the yellow mat?,no,no,1
494,Did the red domino fall on the yellow mat?,yes,yes,1
495,Did the red domino fall on the yellow mat?,yes,yes,1
496,Did the red domino fall on the yellow mat?,yes,yes,1
497,Did the red domino fall on the yellow mat?,no,no,1
498,Did the red domino fall on the yellow mat?,yes,yes,1
499,Did the red domino fall on the yellow mat?,no,no,1
500,Did the red domino fall on the yellow mat?,yes,yes,1
501,Did the red domino fall on the yellow mat?,no,no,1
502,Did the red domino fall on the yellow mat?,yes,yes,1
503,Did the red domino fall on the yellow mat?,yes,yes,1
504,Did the red domino fall on the yellow mat?,yes,yes,1
505,Did the red domino fall on the yellow mat?,yes,yes,1
506,Did the red domino fall on the yellow mat?,yes,yes,1
507,Did the red domino fall on the yellow mat?,yes,yes,1
508,Did the red domino fall on the yellow mat?,yes,yes,1
509,Did the red domino fall on the yellow mat?,yes,yes,1
510,Did the red domino fall on the yellow mat?,yes,yes,1
511,Did the red domino fall on the yellow mat?,yes,yes,1
512,Did the red domino fall on the yellow mat?,yes,yes,1
513,Did the red domino fall on the yellow mat?,no,no,1
514,Did the red domino fall on the yellow mat?,yes,yes,1
515,Did the red domino fall on the yellow mat?,yes,yes,1
516,Did the red domino fall on the yellow mat?,yes,yes,1
517,Did the red domino fall on the yellow mat?,no,yes,0
518,Did the red domino fall on the yellow mat?,no,no,1
519,Did the red domino fall on the yellow mat?,no,yes,0
520,Did the red domino fall on the yellow mat?,yes,yes,1
521,Did the red domino fall on the yellow mat?,yes,yes,1
522,Did the red domino fall on the yellow mat?,no,yes,0
523,Did the red domino fall on the yellow mat?,no,no,1
524,Did the red domino fall on the yellow mat?,no,no,1
525,Did the red domino fall on the yellow mat?,yes,yes,1
526,Did the red domino fall on the yellow mat?,yes,yes,1
527,Did the red domino fall on the yellow mat?,yes,yes,1
528,Did the red domino fall on the yellow mat?,no,no,1
529,Did the red domino fall on the yellow mat?,yes,yes,1
530,Did the red domino fall on the yellow mat?,yes,no,0
531,Did the red domino fall on the yellow mat?,no,yes,0
532,Did the red domino fall on the yellow mat?,no,no,1
