row_idx,prompt,ground_truth,predicted,correct
69,Did the red object reach the yellow mat?,yes,yes,1
70,Did the red object reach the yellow mat?,yes,no,0
71,Did the red object reach the yellow mat?,no,no,1
72,Did the red object reach the yellow mat?,yes,yes,1
73,Did the red object reach the yellow mat?,no,no,1
74,Did the red object reach the yellow mat?,yes,yes,1
75,Did the red object reach the yellow mat?,yes,no,0
76,Did the red object reach the yellow mat?,no,no,1
77,Did the red object reach the yellow mat?,no,no,1
78,Did the red object reach the yellow mat?,yes,yes,1
79,Did the red object reach the yellow mat?,no,no,1
80,Did the red object reach the yellow mat?,yes,no,0
81,Did the red object reach the yellow mat?,yes,yes,1
82,Did the red object reach the yellow mat?,yes,no,0
83,Did the red object reach the yellow mat?,yes,yes,1
84,Did the red object reach the yellow mat?,yes,yes,1
85,Did the red object reach the yellow mat?,no,no,1
86,Did the red object reach the yellow mat?,no,no,1
87,Did the red object reach the yellow mat?,no,no,1
88,Did the red object reach the yellow mat?,no,no,1
89,Did the red object reach the yellow mat?,no,no,1
90,Did the red object reach the yellow mat?,no,no,1
91,Did the red object reach the yellow mat?,no,no,1
92,Did the red object reach the yellow mat?,no,no,1
93,Did the red object reach the yellow mat?,yes,no,0
94,Did the red object reach the yellow mat?,no,no,1
95,Did the red object reach the yellow mat?,yes,yes,1
96,Did the red object reach the yellow mat?,no,no,1
97,Did the red object reach the yellow mat?,yes,yes,1
98,Did the red object reach the yellow mat?,yes,no,0
99,Did the red object reach the yellow mat?,no,no,1
100,Did the red object reach the yellow mat?,no,no,1
101,Did the red object reach the yellow mat?,no,no,1
102,Did the red object reach the yellow mat?,yes,yes,1
103,Did the red object reach the yellow mat?,no,no,1
104,Did the red object reach the yellow mat?,no,no,1
105,Did the red object reach the yellow mat?,yes,yes,1
106,Did the red object reach the yellow mat?,no,no,1
107,Did the red object reach the yellow mat?,yes,no,0
108,Did the red object reach the yellow mat?,no,no,1
109,Did the red object reach the yellow mat?,yes,yes,1
110,Did the red object reach the yellow mat?,yes,no,0
111,Did the red object reach the yellow mat?,no,no,1
112,Did the red object reach the yellow mat?,yes,yes,1
113,Did the red object reach the yellow mat?,yes,no,0
114,Did the red object reach the yellow mat?,no,no,1
115,Did the red object reach the yellow mat?,no,no,1
116,Did the red object reach the yellow mat?,no,no,1
117,Did the red object reach the yellow mat?,yes,yes,1
118,Did the red object reach the yellow mat?,no,no,1
119,Did the red object reach the yellow mat?,yes,no,0
120,Did the red object reach the yellow mat?,yes,no,0
121,Did the red object reach the yellow mat?,no,no,1
122,Did the red object reach the yellow mat?,yes,yes,1
123,Did the red object reach the yellow mat?,yes,yes,1
124,Did the red object reach the yellow mat?,no,no,1
125,Did the red object reach the yellow mat?,yes,yes,1
126,Did the red object reach the yellow mat?,no,no,1
127,Did the red object reach the yellow mat?,no,no,1
128,Did the red object reach the yellow mat?,yes,no,0
129,Did the red object reach the yellow mat?,no,no,1
130,Did the red object reach the yellow mat?,yes,no,0
131,Did the red object reach the yellow mat?,yes,yes,1
132,Did the red object reach the yellow mat?,yes,no,0
133,Did the red object reach the yellow mat?,yes,yes,1
134,Did the red object reach the yellow mat?,yes,yes,1
135,Did the red object reach the yellow mat?,no,no,1
136,Did the red object reach the yellow mat?,no,no,1
137,Did the red object reach the yellow mat?,no,no,1
138,Did the red object reach the yellow mat?,no,yes,0
139,Did the red object reach the yellow mat?,no,no,1
140,Did the red object reach the yellow mat?,no,no,1
141,Did the red object reach the yellow mat?,no,no,1
142,Did the red object reach the yellow mat?,no,no,1
143,Did the red object reach the yellow mat?,no,no,1
144,Did the red object reach the yellow mat?,no,no,1
145,Did the red object reach the yellow mat?,yes,yes,1
146,Did the red object reach the yellow mat?,no,no,1
147,Did the red object reach the yellow mat?,yes,yes,1
148,Did the red object reach the yellow mat?,yes,no,0
149,Did the red object reach the yellow mat?,no,no,1
150,Did the red object reach the yellow mat?,no,no,1
151,Did the red object reach the yellow mat?,no,no,1
152,Did the red object reach the yellow mat?,yes,yes,1
153,Did the red object reach the yellow mat?,no,no,1
154,Did the red object reach the yellow mat?,no,no,1
155,Did the red object reach the yellow mat?,no,yes,0
156,Did the red object reach the yellow mat?,no,no,1
157,Did the red object reach the yellow mat?,yes,no,0
158,Did the red object reach the yellow mat?,no,yes,0
159,Did the red object reach the yellow mat?,yes,no,0
160,Did the red object reach the yellow mat?,yes,yes,1
161,Did the red object reach the yellow mat?,no,no,1
162,Did the red object reach the yellow mat?,yes,yes,1
163,Did the red object reach the yellow mat?,yes,yes,1
164,Did the red object reach the yellow mat?,no,no,1
165,Did the red object reach the yellow mat?,no,no,1
166,Did the red object reach the yellow mat?,no,no,1
167,Did the red object reach the yellow mat?,yes,yes,1
168,Did the red object reach the yellow mat?,no,no,1
169,Did the red object reach the yellow mat?,yes,yes,1
170,Did the red object reach the yellow mat?,yes,yes,1
171,Did the red object reach the yellow mat?,no,no,1
172,Did the red object reach the yellow mat?,yes,yes,1
173,Did the red object reach the yellow mat?,no,no,1
174,Did the red object reach the yellow mat?,yes,no,0
175,Did the red object reach the yellow mat?,yes,yes,1
176,Did the red object reach the yellow mat?,no,no,1
177,Did the red object reach the yellow mat?,no,no,1
178,Did the red object reach the yellow mat?,yes,yes,1
179,Did the red object reach the yellow mat?,no,no,1
180,Did the red object reach the yellow mat?,yes,yes,1
181,Did the red object reach the yellow mat?,yes,yes,1
182,Did the red object reach the yellow mat?,yes,no,0
183,Did the red object reach the yellow mat?,yes,yes,1
184,Did the red object reach the yellow mat?,yes,yes,1
185,Did the red object reach the yellow mat?,no,no,1
186,Did the red object reach the yellow mat?,no,no,1
187,Did the red object reach the yellow mat?,no,no,1
188,Did the red object reach the yellow mat?,no,no,1
189,Did the red object reach the yellow mat?,no,no,1
190,Did the red object reach the yellow mat?,no,no,1
191,Did the red object reach the yellow mat?,no,no,1
192,Did the red object reach the yellow mat?,no,no,1
193,Did the red object reach the yellow mat?,yes,yes,1
194,Did the red object reach the yellow mat?,no,no,1
195,Did the red object reach the yellow mat?,yes,yes,1
196,Did the red object reach the yellow mat?,no,yes,0
197,Did the red object reach the yellow mat?,yes,yes,1
198,Did the red object reach the yellow mat?,yes,no,0
199,Did the red object reach the yellow mat?,no,no,1
200,Did the red object reach the yellow mat?,no,no,1
201,Did the red object reach the yellow mat?,no,no,1
202,Did the red object reach the yellow mat?,yes,yes,1
203,Did the red object reach the yellow mat?,no,no,1
204,Did the red object reach the yellow mat?,no,no,1
205,Did the red object reach the yellow mat?,yes,yes,1
206,Did the red object reach the yellow mat?,no,no,1
207,Did the red object reach the yellow mat?,yes,no,0
208,Did the red object reach the yellow mat?,no,no,1
209,Did the red object reach the yellow mat?,yes,no,0
210,Did the red object reach the yellow mat?,yes,yes,1
211,Did the red object reach the yellow mat?,no,no,1
212,Did the red object reach the yellow mat?,yes,yes,1
213,Did the red object reach the yellow mat?,yes,yes,1
214,Did the red object reach the yellow mat?,no,no,1
215,Did the red object reach the yellow mat?,no,no,1
216,Did the red object reach the yellow mat?,no,no,1
217,Did the red object reach the yellow mat?,yes,yes,1
218,Did the red object reach the yellow mat?,no,no,1
219,Did the red object reach the yellow mat?,yes,no,0
220,Did the red object reach the yellow mat?,yes,yes,1
221,Did the red object reach the yellow mat?,no,no,1
222,Did the red object reach the yellow mat?,yes,yes,1
223,Did the red object reach the yellow mat?,yes,no,0
224,Did the red object reach the yellow mat?,no,no,1
225,Did the red object reach the yellow mat?,yes,yes,1
226,Did the red object reach the yellow mat?,no,no,1
227,Did the red object reach the yellow mat?,no,no,1
228,Did the red object reach the yellow mat?,yes,yes,1
229,Did the red object reach the yellow mat?,no,yes,0
230,Did the red object reach the yellow mat?,yes,yes,1
231,Did the red object reach the yellow mat?,yes,yes,1
232,Did the red object reach the yellow mat?,yes,no,0
233,Did the red object reach the yellow mat?,yes,yes,1
234,Did the red object reach the yellow mat?,yes,yes,1
235,Did the red object reach the yellow mat?,no,no,1
236,Did the red object reach the yellow mat?,no,no,1
237,Did the red object reach the yellow mat?,no,no,1
238,Did the red object reach the yellow mat?,no,no,1
239,Did the red object reach the yellow mat?,no,no,1
240,Did the red object reach the yellow mat?,no,no,1
241,Did the red object reach the yellow mat?,no,no,1
242,Did the red object reach the yellow mat?,no,no,1
243,Did the red object reach the yellow mat?,no,no,1
244,Did the red object reach the yellow mat?,no,no,1
245,Did the red object reach the yellow mat?,yes,yes,1
246,Did the red object reach the yellow mat?,no,yes,0
247,Did the red object reach the yellow mat?,yes,yes,1
248,Did the red object reach the yellow mat?,yes,no,0
249,Did the red object reach the yellow mat?,no,yes,0
250,Did the red object reach the yellow mat?,no,yes,0
251,Did the red object reach the yellow mat?,yes,yes,1
252,Did the red object reach the yellow mat?,no,yes,0
253,Did the red object reach the yellow mat?,yes,yes,1
254,Did the red object reach the yellow mat?,no,no,1
255,Did the red object reach the yellow mat?,no,yes,0
256,Did the red object reach the yellow mat?,yes,yes,1
257,Did the red object reach the yellow mat?,yes,yes,1
258,Did the red object reach the yellow mat?,yes,yes,1
259,Did the red object reach the yellow mat?,yes,no,0
260,Did the red object reach the yellow mat?,yes,no,0
261,Did the red object reach the yellow mat?,yes,yes,1
262,Did the red object reach the yellow mat?,no,yes,0
263,Did the red object reach the yellow mat?,yes,no,0
264,Did the red object reach the yellow mat?,yes,yes,1
265,Did the red object reach the yellow mat?,yes,yes,1
266,Did the red object reach the yellow mat?,yes,yes,1
267,Did the red object reach the yellow mat?,no,no,1
268,Did the red object reach the yellow mat?,no,yes,0
269,Did the red object reach the yellow mat?,no,yes,0
270,Did the red object reach the yellow mat?,no,no,1
271,Did the red object reach the yellow mat?,yes,no,0
272,Did the red object reach the yellow mat?,yes,yes,1
273,Did the red object reach the yellow mat?,yes,yes,1
274,Did the red object reach the yellow mat?,yes,yes,1
275,Did the red object reach the yellow mat?,no,no,1
276,Did the red object reach the yellow mat?,no,no,1
277,Did the red object reach the yellow mat?,yes,yes,1
278,Did the red object reach the yellow mat?,no,yes,0
279,Did the red object reach the yellow mat?,yes,yes,1
280,Did the red object reach the yellow mat?,no,yes,0
281,Did the red object reach the yellow mat?,no,no,1
282,Did the red object reach the yellow mat?,yes,no,0
283,Did the red object reach the yellow mat?,yes,yes,1
284,Did the red object reach the yellow mat?,yes,no,0
285,Did the red object reach the yellow mat?,yes,yes,1
286,Did the red object reach the yellow mat?,yes,yes,1
287,Did the red object reach the yellow mat?,yes,yes,1
288,Did the red object reach the yellow mat?,yes,yes,1
289,Did the red object reach the yellow mat?,no,no,1
290,Did the red object reach the yellow mat?,no,no,1
291,Did the red object reach the yellow mat?,yes,yes,1
292,Did the red object reach the yellow mat?,yes,yes,1
293,Did the red object reach the yellow mat?,no,yes,0
294,Did the red object reach the yellow mat?,yes,yes,1
295,Did the red object reach the yellow mat?,yes,yes,1
296,Did the red object reach the yellow mat?,no,yes,0
297,Did the red object reach the yellow mat?,no,yes,0
298,Did the red object reach the yellow mat?,no,no,1
299,Did the red object reach the yellow mat?,no,yes,0
300,Did the red object reach the yellow mat?,no,yes,0
301,Did the red object reach the yellow mat?,yes,yes,1
302,Did the red object reach the yellow mat?,no,no,1
303,Did the red object reach the yellow mat?,yes,no,0
304,Did the red object reach the yellow mat?,no,no,1
305,Did the red object reach the yellow mat?,no,no,1
306,Did the red object reach the yellow mat?,yes,yes,1
307,Did the red object reach the yellow mat?,yes,yes,1
308,Did the red object reach the yellow mat?,yes,yes,1
309,Did the red object reach the yellow mat?,yes,no,0
310,Did the red object reach the yellow mat?,yes,no,0
311,Did the red object reach the yellow mat?,yes,yes,1
312,Did the red object reach the yellow mat?,no,yes,0
313,Did the red object reach the yellow mat?,yes,no,0
314,Did the red object reach the yellow mat?,yes,yes,1
315,Did the red object reach the yellow mat?,yes,yes,1
316,Did the red object reach the yellow mat?,yes,yes,1
317,Did the red object reach the yellow mat?,no,yes,0
318,Did the red object reach the yellow mat?,no,yes,0
319,Did the red object reach the yellow mat?,no,yes,0
320,Did the red object reach the yellow mat?,no,no,1
321,Did the red object reach the yellow mat?,yes,no,0
322,Did the red object reach the yellow mat?,yes,yes,1
323,Did the red object reach the yellow mat?,yes,yes,1
324,Did the red object reach the yellow mat?,yes,yes,1
325,Did the red object reach the yellow mat?,no,no,1
326,Did the red object reach the yellow mat?,no,no,1
327,Did the red object reach the yellow mat?,yes,yes,1
328,Did the red object reach the yellow mat?,no,yes,0
329,Did the red object reach the yellow mat?,yes,yes,1
330,Did the red object reach the yellow mat?,no,no,1
331,Did the red object reach the yellow mat?,no,yes,0
332,Did the red object reach the yellow mat?,yes,no,0
333,Did the red object reach the yellow mat?,yes,yes,1
334,Did the red object reach the yellow mat?,yes,no,0
335,Did the red object reach the yellow mat?,yes,yes,1
336,Did the red object reach the yellow mat?,yes,yes,1
337,Did the red object reach the yellow mat?,yes,yes,1
338,Did the red object reach the yellow mat?,yes,yes,1
339,Did the red object reach the yellow mat?,no,no,1
340,Did the red object reach the yellow mat?,no,no,1
341,Did the red object reach the yellow mat?,yes,yes,1
342,Did the red object reach the yellow mat?,yes,no,0
343,Did the red object reach the yellow mat?,no,no,1
344,Did the red object reach the yellow mat?,yes,yes,1
345,Did the red object reach the yellow mat?,yes,yes,1
346,Did the red object reach the yellow mat?,no,yes,0
347,Did the red object reach the yellow mat?,no,yes,0
348,Did the red object reach the yellow mat?,no,no,1
349,Did the red object reach the yellow mat?,no,yes,0
350,Did the red object reach the yellow mat?,no,yes,0
351,Did the red object reach the yellow mat?,yes,yes,1
352,Did the red object reach the yellow mat?,no,yes,0
353,Did the red object reach the yellow mat?,yes,yes,1
354,Did the red object reach the yellow mat?,no,yes,0
355,Did the red object reach the yellow mat?,no,no,1
356,Did the red object reach the yellow mat?,yes,yes,1
357,Did the red object reach the yellow mat?,yes,no,0
358,Did the red object reach the yellow mat?,yes,yes,1
359,Did the red object reach the yellow mat?,yes,yes,1
360,Did the red object reach the yellow mat?,yes,no,0
361,Did the red object reach the yellow mat?,yes,yes,1
362,Did the red object reach the yellow mat?,no,yes,0
363,Did the red object reach the yellow mat?,yes,no,0
364,Did the red object reach the yellow mat?,yes,yes,1
365,Did the red object reach the yellow mat?,yes,yes,1
366,Did the red object reach the yellow mat?,yes,yes,1
367,Did the red object reach the yellow mat?,no,yes,0
368,Did the red object reach the yellow mat?,no,yes,0
369,Did the red object reach the yellow mat?,no,yes,0
370,Did the red object reach the yellow mat?,no,no,1
371,Did the red object reach the yellow mat?,yes,no,0
372,Did the red object reach the yellow mat?,yes,yes,1
373,Did the red object reach the yellow mat?,yes,yes,1
374,Did the red object reach the yellow mat?,yes,yes,1
375,Did the red object reach the yellow mat?,no,no,1
376,Did the red object reach the yellow mat?,no,no,1
377,Did the red object reach the yellow mat?,yes,yes,1
378,Did the red object reach the yellow mat?,no,yes,0
379,Did the red object reach the yellow mat?,yes,yes,1
380,Did the red object reach the yellow mat?,no,no,1
381,Did the red object reach the yellow mat?,no,no,1
382,Did the red object reach the yellow mat?,yes,no,0
383,Did the red object reach the yellow mat?,yes,yes,1
384,Did the red object reach the yellow mat?,yes,no,0
385,Did the red object reach the yellow mat?,yes,yes,1
386,Did the red object reach the yellow mat?,yes,yes,1
387,Did the red object reach the yellow mat?,yes,yes,1
388,Did the red object reach the yellow mat?,yes,yes,1
389,Did the red object reach the yellow mat?,no,no,1
390,Did the red object reach the yellow mat?,no,no,1
391,Did the red object reach the yellow mat?,yes,yes,1
392,Did the red object reach the yellow mat?,yes,yes,1
393,Did the red object reach the yellow mat?,no,yes,0
394,Did the red object reach the yellow mat?,yes,yes,1
395,Did the red object reach the yellow mat?,yes,yes,1
396,Did the red object reach the yellow mat?,no,yes,0
397,Did the red object reach the yellow mat?,no,yes,0
398,Did the red object reach the yellow mat?,no,no,1
399,Did the red object reach the yellow mat?,no,yes,0
400,Did the red object reach the yellow mat?,no,yes,0
401,Did the red object reach the yellow mat?,yes,no,0
402,Did the red object reach the yellow mat?,no,yes,0
403,Did the red object reach the yellow mat?,yes,yes,1
404,Did the red object reach the yellow mat?,no,yes,0
405,Did the red object reach the yellow mat?,no,no,1
406,Did the red object reach the yellow mat?,no,no,1
407,Did the red object reach the yellow mat?,yes,yes,1
408,Did the red object reach the yellow mat?,yes,yes,1
409,Did the red object reach the yellow mat?,yes,no,0
410,Did the red object reach the yellow mat?,yes,yes,1
411,Did the red object reach the yellow mat?,yes,yes,1
412,Did the red object reach the yellow mat?,no,yes,0
413,Did the red object reach the yellow mat?,yes,yes,1
414,Did the red object reach the yellow mat?,yes,yes,1
415,Did the red object reach the yellow mat?,yes,yes,1
416,Did the red object reach the yellow mat?,yes,yes,1
417,Did the red object reach the yellow mat?,no,yes,0
418,Did the red object reach the yellow mat?,no,yes,0
419,Did the red object reach the yellow mat?,no,yes,0
420,Did the red object reach the yellow mat?,no,no,1
421,Did the red object reach the yellow mat?,yes,no,0
422,Did the red object reach the yellow mat?,yes,yes,1
423,Did the red object reach the yellow mat?,yes,yes,1
424,Did the red object reach the yellow mat?,yes,no,0
425,Did the red object reach the yellow mat?,no,no,1
426,Did the red object reach the yellow mat?,no,no,1
427,Did the red object reach the yellow mat?,yes,yes,1
428,Did the red object reach the yellow mat?,no,yes,0
429,Did the red object reach the yellow mat?,yes,yes,1
430,Did the red object reach the yellow mat?,no,yes,0
431,Did the red object reach the yellow mat?,no,no,1
432,Did the red object reach the yellow mat?,yes,no,0
433,Did the red object reach the yellow mat?,yes,yes,1
434,Did the red object reach the yellow mat?,yes,no,0
435,Did the red object reach the yellow mat?,yes,yes,1
436,Did the red object reach the yellow mat?,yes,yes,1
437,Did the red object reach the yellow mat?,yes,yes,1
438,Did the red object reach the yellow mat?,yes,yes,1
439,Did the red object reach the yellow mat?,no,no,1
440,Did the red object reach the yellow mat?,no,yes,0
441,Did the red object reach the yellow mat?,yes,yes,1
442,Did the red object reach the yellow mat?,yes,yes,1
443,Did the red object reach the yellow mat?,no,yes,0
444,Did the red object reach the yellow mat?,yes,yes,1
445,Did the red object reach the yellow mat?,yes,yes,1
446,Did the red object reach the yellow mat?,no,yes,0
447,Did the red object reach the yellow mat?,no,yes,0
448,Did the red object reach the yellow mat?,no,no,1
449,Did the red object reach the yellow mat?,no,yes,0
450,Did the red object reach the yellow mat?,no,no,1
451,Did the red object reach the yellow mat?,yes,yes,1
452,Did the red object reach the yellow mat?,no,yes,0
453,Did the red object reach the yellow mat?,yes,yes,1
454,Did the red object reach the yellow mat?,no,yes,0
455,Did the red object reach the yellow mat?,no,no,1
456,Did the red object reach the yellow mat?,no,no,1
457,Did the red object reach the yellow mat?,yes,no,0
458,Did the red object reach the yellow mat?,yes,yes,1
459,Did the red object reach the yellow mat?,yes,yes,1
460,Did the red object reach the yellow mat?,yes,yes,1
461,Did the red object reach the yellow mat?,yes,yes,1
462,Did the red object reach the yellow mat?,no,yes,0
463,Did the red object reach the yellow mat?,yes,yes,1
464,Did the red object reach the yellow mat?,yes,yes,1
465,Did the red object reach the yellow mat?,yes,yes,1
466,Did the red object reach the yellow mat?,yes,yes,1
467,Did the red object reach the yellow mat?,no,no,1
468,Did the red object reach the yellow mat?,no,yes,0
469,Did the red object reach the yellow mat?,no,yes,0
470,Did the red object reach the yellow mat?,no,no,1
471,Did the red object reach the yellow mat?,yes,no,0
472,Did the red object reach the yellow mat?,yes,yes,1
473,Did the red object reach the yellow mat?,yes,yes,1
474,Did the red object reach the yellow mat?,yes,no,0
475,Did the red object reach the yellow mat?,no,no,1
476,Did the red object reach the yellow mat?,no,no,1
477,Did the red object reach the yellow mat?,yes,yes,1
478,Did the red object reach the yellow mat?,no,yes,0
479,Did the red object reach the yellow mat?,yes,yes,1
480,Did the red object reach the yellow mat?,no,yes,0
481,Did the red object reach the yellow mat?,no,no,1
482,Did the red object reach the yellow mat?,yes,yes,1
483,Did the red object reach the yellow mat?,yes,yes,1
484,Did the red object reach the yellow mat?,yes,no,0
485,Did the red object reach the yellow mat?,yes,yes,1
486,Did the red object reach the yellow mat?,yes,yes,1
487,Did the red object reach the yellow mat?,yes,yes,1
488,Did the red object reach the yellow mat?,yes,yes,1
489,Did the red object reach the yellow mat?,no,no,1
490,Did the red object reach the yellow mat?,no,yes,0
491,Did the red object reach the yellow mat?,yes,yes,1
492,Did the red object reach the yellow mat?,yes,yes,1
493,Did the red object reach the yellow mat?,no,yes,0
494,Did the red object reach the yellow mat?,yes,no,0
495,Did the red object reach the yellow mat?,yes,yes,1
496,Did the red object reach the yellow mat?,no,yes,0
497,Did the red object reach the yellow mat?,no,yes,0
498,Did the red object reach the yellow mat?,no,no,1
499,Did the red object reach the yellow mat?,no,yes,0
500,Did the red object reach the yellow mat?,no,no,1
501,Did the red object reach the yellow mat?,no,yes,0
502,Did the red object reach the yellow mat?,no,no,1
503,Did the red object reach the yellow mat?,no,no,1
504,Did the red object reach the yellow mat?,yes,yes,1
505,Did the red object reach the yellow mat?,no,no,1
506,Did the red object reach the yellow mat?,no,no,1
507,Did the red object reach the yellow mat?,yes,no,0
508,Did the red object reach the yellow mat?,yes,no,0
509,Did the red object reach the yellow mat?,yes,no,0
510,Did the red object reach the yellow mat?,yes,yes,1
511,Did the red object reach the yellow mat?,yes,no,0
512,Did the red object reach the yellow mat?,yes,no,0
513,Did the red object reach the yellow mat?,no,no,1
514,Did the red object reach the yellow mat?,yes,yes,1
515,Did the red object reach the yellow mat?,yes,no,0
516,Did the red object reach the yellow mat?,no,no,1
517,Did the red object reach the yellow mat?,no,no,1
518,Did the red object reach the yellow mat?,no,no,1
519,Did the red object reach the yellow mat?,no,yes,0
520,Did the red object reach the yellow mat?,no,no,1
521,Did the red object reach the yellow mat?,yes,yes,1
522,Did the red object reach the yellow mat?,yes,no,0
523,Did the red object reach the yellow mat?,no,no,1
524,Did the red object reach the yellow mat?,yes,yes,1
525,Did the red object reach the yellow mat?,no,no,1
526,Did the red object reach the yellow mat?,no,no,1
527,Did the red object reach the yellow mat?,no,no,1
528,Did the red object reach the yellow mat?,no,no,1
529,Did the red object reach the yellow mat?,no,no,1
530,Did the red object reach the yellow mat?,yes,yes,1
531,Did the red object reach the yellow mat?,no,no,1
532,Did the red object reach the yellow mat?,no,no,1
533,Did the red object reach the yellow mat?,no,no,1
534,Did the red object reach the yellow mat?,no,no,1
535,Did the red object reach the yellow mat?,no,yes,0
536,Did the red object reach the yellow mat?,no,no,1
537,Did the red object reach the yellow mat?,yes,no,0
538,Did the red object reach the yellow mat?,no,no,1
539,Did the red object reach the yellow mat?,yes,no,0
540,Did the red object reach the yellow mat?,yes,no,0
541,Did the red object reach the yellow mat?,yes,no,0
542,Did the red object reach the yellow mat?,yes,no,0
543,Did the red object reach the yellow mat?,no,no,1
544,Did the red object reach the yellow mat?,no,no,1
545,Did the red object reach the yellow mat?,no,no,1
546,Did the red object reach the yellow mat?,yes,yes,1
547,Did the red object reach the yellow mat?,yes,no,0
548,Did the red object reach the yellow mat?,yes,yes,1
549,Did the red object reach the yellow mat?,no,no,1
